Unhappy, Sameness, Tolerance
0.24, 49.89, 0.99
0.00, 50.41, 1.00
0.00, 50.36, 1.00
0.00, 50.58, 1.00
0.00, 50.18, 1.00
0.00, 49.79, 1.00
0.00, 49.42, 1.00
0.00, 50.19, 1.00
0.00, 50.01, 1.00
0.00, 50.06, 1.00
0.00, 49.95, 1.00
0.00, 49.63, 1.00
0.00, 49.86, 1.00
0.00, 49.52, 1.00
0.00, 49.76, 1.00
0.00, 49.75, 1.00
0.00, 49.46, 1.00
0.00, 49.47, 1.00
0.00, 49.39, 1.00
0.00, 49.33, 1.00
0.00, 49.44, 1.00
0.00, 49.28, 1.00
0.00, 49.10, 1.00
0.00, 49.63, 1.00
0.00, 49.53, 1.00
0.00, 49.59, 1.00
0.00, 49.76, 1.00
0.00, 49.71, 1.00
0.00, 49.99, 1.00
0.00, 50.09, 1.00
0.00, 50.59, 1.00
0.00, 50.35, 1.00
0.00, 50.35, 1.00
0.00, 49.85, 1.00
0.00, 50.09, 1.00
0.00, 49.94, 1.00
0.00, 49.58, 1.00
0.00, 49.96, 1.00
0.00, 49.82, 1.00
0.00, 49.41, 1.00
0.00, 49.43, 1.00
0.00, 49.66, 1.00
0.00, 49.71, 1.00
0.00, 49.99, 1.00
0.00, 50.08, 1.00
0.00, 50.06, 1.00
0.00, 50.44, 1.00
0.00, 49.52, 1.00
0.00, 49.92, 1.00
0.00, 49.77, 1.00
