Unhappy, Sameness, Tolerance
0.53, 49.64, 0.99
0.00, 49.84, 1.00
0.00, 49.91, 1.00
0.00, 50.31, 1.00
0.00, 50.55, 1.00
0.00, 50.88, 1.00
0.00, 50.28, 1.00
0.00, 50.13, 1.00
0.00, 50.60, 1.00
0.00, 50.63, 1.00
0.00, 50.37, 1.00
0.00, 50.27, 1.00
0.00, 50.32, 1.00
0.00, 50.05, 1.00
0.00, 50.40, 1.00
0.00, 49.96, 1.00
0.00, 49.38, 1.00
0.00, 49.09, 1.00
0.00, 48.40, 1.00
0.00, 48.75, 1.00
0.00, 49.22, 1.00
0.00, 49.35, 1.00
0.00, 49.40, 1.00
0.00, 49.45, 1.00
0.00, 49.59, 1.00
0.00, 49.93, 1.00
0.00, 50.03, 1.00
0.00, 50.13, 1.00
0.00, 50.41, 1.00
0.00, 50.52, 1.00
0.00, 50.28, 1.00
0.00, 50.51, 1.00
0.00, 50.21, 1.00
0.00, 50.10, 1.00
0.00, 49.63, 1.00
0.00, 49.61, 1.00
0.00, 49.90, 1.00
0.00, 50.26, 1.00
0.00, 50.32, 1.00
0.00, 50.94, 1.00
0.00, 50.79, 1.00
0.00, 50.24, 1.00
0.00, 50.07, 1.00
0.00, 49.38, 1.00
0.00, 49.54, 1.00
0.00, 49.63, 1.00
0.00, 49.90, 1.00
0.00, 50.10, 1.00
0.00, 49.75, 1.00
0.00, 49.80, 1.00
