Unhappy, Sameness, Tolerance
4.89, 52.83, 0.85
2.14, 52.86, 0.92
1.25, 52.82, 0.96
0.44, 52.19, 0.98
0.36, 51.94, 0.99
0.24, 52.13, 0.99
0.04, 51.71, 1.00
0.00, 51.21, 1.00
0.00, 50.89, 1.00
0.00, 50.16, 1.00
0.00, 50.29, 1.00
0.00, 50.31, 1.00
0.00, 50.24, 1.00
0.00, 50.41, 1.00
0.00, 50.79, 1.00
0.00, 50.37, 1.00
0.00, 50.34, 1.00
0.00, 49.91, 1.00
0.00, 51.01, 1.00
0.00, 51.14, 1.00
0.00, 50.98, 1.00
0.00, 50.58, 1.00
0.00, 49.83, 1.00
0.00, 49.73, 1.00
0.00, 50.03, 1.00
0.00, 50.04, 1.00
0.00, 49.65, 1.00
0.00, 49.51, 1.00
0.00, 49.54, 1.00
0.00, 49.78, 1.00
0.00, 49.87, 1.00
0.00, 49.78, 1.00
0.00, 49.81, 1.00
0.00, 50.11, 1.00
0.00, 50.23, 1.00
0.00, 49.83, 1.00
0.00, 49.99, 1.00
0.00, 49.73, 1.00
0.00, 49.58, 1.00
0.00, 49.73, 1.00
0.00, 49.54, 1.00
0.00, 49.71, 1.00
0.00, 49.82, 1.00
0.00, 50.01, 1.00
0.00, 49.55, 1.00
0.00, 49.23, 1.00
0.00, 49.24, 1.00
0.00, 49.61, 1.00
0.00, 49.60, 1.00
0.00, 50.24, 1.00
