Unhappy, Sameness, Tolerance
9.34, 53.67, 0.73
6.67, 55.32, 0.72
4.49, 56.08, 0.72
3.84, 56.46, 0.72
2.75, 56.58, 0.72
3.03, 56.68, 0.72
3.31, 56.54, 0.72
3.68, 56.21, 0.72
3.40, 56.14, 0.72
2.83, 56.44, 0.72
2.79, 56.14, 0.72
2.95, 55.43, 0.72
3.27, 54.68, 0.72
3.56, 54.74, 0.72
3.07, 55.09, 0.72
3.03, 54.75, 0.72
3.40, 54.47, 0.72
3.52, 54.55, 0.72
3.56, 55.02, 0.71
4.04, 55.06, 0.71
3.15, 55.52, 0.71
3.27, 55.70, 0.70
2.91, 55.85, 0.70
3.23, 56.24, 0.70
2.99, 56.34, 0.70
3.23, 56.01, 0.70
4.04, 56.40, 0.70
3.48, 56.79, 0.70
2.87, 56.30, 0.70
2.99, 55.98, 0.69
3.15, 55.87, 0.69
3.40, 55.86, 0.69
3.64, 55.60, 0.68
4.37, 55.62, 0.68
4.49, 56.13, 0.67
4.41, 56.33, 0.67
4.57, 57.04, 0.67
4.37, 57.43, 0.67
3.96, 57.51, 0.66
3.48, 57.37, 0.66
4.20, 57.42, 0.66
3.68, 57.90, 0.66
3.56, 57.30, 0.66
4.53, 56.85, 0.65
4.85, 57.21, 0.64
4.65, 57.94, 0.64
4.12, 57.69, 0.63
4.69, 58.06, 0.62
4.24, 57.83, 0.62
4.61, 57.71, 0.61
5.05, 58.49, 0.61
5.38, 58.43, 0.60
6.22, 58.05, 0.59
6.55, 59.21, 0.58
6.51, 59.42, 0.55
