Unhappy, Sameness, Tolerance
14.75, 54.52, 0.60
6.95, 55.35, 0.66
4.77, 56.39, 0.73
2.63, 55.70, 0.77
1.94, 55.05, 0.84
1.21, 54.58, 0.91
0.49, 54.25, 0.97
0.16, 52.84, 0.99
0.04, 52.98, 1.00
0.00, 52.49, 1.00
0.00, 51.89, 1.00
0.00, 51.47, 1.00
0.00, 51.37, 1.00
0.00, 50.96, 1.00
0.00, 50.58, 1.00
0.00, 50.35, 1.00
0.00, 50.44, 1.00
0.00, 49.96, 1.00
0.00, 50.57, 1.00
0.00, 50.11, 1.00
0.00, 50.36, 1.00
0.00, 50.48, 1.00
0.00, 50.24, 1.00
0.00, 50.53, 1.00
0.00, 50.65, 1.00
0.00, 50.28, 1.00
0.00, 50.36, 1.00
0.00, 51.05, 1.00
0.00, 50.63, 1.00
0.00, 50.58, 1.00
0.00, 50.81, 1.00
0.00, 50.86, 1.00
0.00, 50.81, 1.00
0.00, 51.40, 1.00
0.00, 51.32, 1.00
0.00, 50.73, 1.00
0.00, 50.68, 1.00
0.00, 50.97, 1.00
0.00, 50.54, 1.00
0.00, 50.82, 1.00
0.00, 50.76, 1.00
0.00, 49.91, 1.00
0.00, 49.52, 1.00
0.00, 49.89, 1.00
0.00, 49.47, 1.00
0.00, 49.37, 1.00
0.00, 48.80, 1.00
0.00, 48.98, 1.00
0.00, 49.25, 1.00
0.00, 49.40, 1.00
