Unhappy, Sameness, Tolerance
20.53, 56.92, 0.42
8.53, 57.93, 0.61
4.81, 58.63, 0.77
2.51, 57.81, 0.87
1.09, 56.89, 0.93
0.65, 56.08, 0.96
0.36, 55.68, 0.98
0.16, 55.19, 0.99
0.28, 53.92, 0.99
0.20, 53.27, 0.99
0.12, 52.51, 1.00
0.00, 52.27, 1.00
0.04, 51.68, 1.00
0.00, 51.36, 1.00
0.00, 50.74, 1.00
0.04, 50.51, 1.00
0.00, 50.11, 1.00
0.00, 49.58, 1.00
0.00, 50.11, 1.00
0.00, 49.78, 1.00
0.00, 50.02, 1.00
0.00, 50.38, 1.00
0.00, 50.76, 1.00
0.00, 50.06, 1.00
0.00, 49.75, 1.00
0.00, 49.28, 1.00
0.00, 49.13, 1.00
0.00, 49.22, 1.00
0.00, 49.30, 1.00
0.00, 49.70, 1.00
0.00, 49.95, 1.00
0.00, 49.70, 1.00
0.00, 49.62, 1.00
0.00, 49.90, 1.00
0.00, 49.84, 1.00
0.00, 49.57, 1.00
0.00, 49.48, 1.00
0.00, 49.46, 1.00
0.00, 49.74, 1.00
0.00, 49.44, 1.00
0.00, 50.09, 1.00
0.00, 50.09, 1.00
0.00, 49.67, 1.00
0.00, 49.74, 1.00
0.00, 50.21, 1.00
0.00, 49.99, 1.00
0.00, 49.96, 1.00
0.00, 49.31, 1.00
0.00, 49.11, 1.00
0.00, 49.04, 1.00
