Unhappy, Sameness, Tolerance
7.76, 52.19, 0.79
4.28, 53.44, 0.81
3.15, 54.12, 0.81
2.30, 54.64, 0.81
2.22, 54.34, 0.81
2.06, 54.69, 0.81
2.30, 54.88, 0.81
1.90, 54.08, 0.81
2.59, 54.94, 0.81
2.43, 55.33, 0.81
2.14, 55.05, 0.81
2.10, 54.48, 0.81
2.02, 53.95, 0.81
2.30, 54.23, 0.81
1.82, 54.45, 0.81
2.26, 54.00, 0.81
2.26, 53.99, 0.81
2.10, 54.46, 0.81
1.94, 54.26, 0.81
2.06, 54.19, 0.81
2.26, 54.47, 0.81
2.22, 53.83, 0.81
2.63, 53.08, 0.81
2.26, 53.76, 0.81
2.18, 53.71, 0.81
2.02, 53.34, 0.81
1.94, 53.31, 0.81
2.06, 53.64, 0.81
1.70, 53.31, 0.81
2.06, 53.47, 0.81
2.06, 53.46, 0.81
1.58, 53.27, 0.81
2.18, 53.45, 0.81
2.06, 53.58, 0.81
2.75, 53.43, 0.81
2.67, 53.40, 0.81
2.34, 53.36, 0.81
2.38, 53.34, 0.81
2.18, 53.66, 0.81
2.22, 53.44, 0.81
2.79, 53.10, 0.81
2.30, 53.52, 0.81
1.66, 53.46, 0.81
2.14, 53.70, 0.81
2.47, 54.19, 0.81
2.51, 55.14, 0.81
2.02, 54.95, 0.81
1.98, 54.82, 0.81
2.06, 54.38, 0.81
2.67, 53.83, 0.81
2.99, 54.50, 0.81
2.10, 54.63, 0.81
1.90, 54.02, 0.81
2.22, 54.17, 0.81
2.26, 54.25, 0.81
