Unhappy, Sameness, Tolerance
30.52, 61.63, 0.05
20.37, 66.08, 0.00
16.86, 69.03, 0.00
14.39, 71.69, 0.00
12.29, 72.93, 0.00
11.76, 73.73, 0.00
11.16, 73.73, 0.00
11.52, 73.82, 0.00
11.24, 75.22, 0.00
10.02, 75.49, 0.00
9.66, 75.29, 0.00
10.67, 77.25, 0.00
8.57, 76.55, 0.00
9.54, 75.28, 0.00
10.67, 76.25, 0.00
10.27, 75.80, 0.00
10.51, 76.40, 0.00
10.27, 77.45, 0.00
9.86, 77.36, 0.00
9.78, 77.13, 0.00
10.47, 76.22, 0.00
10.51, 76.10, 0.00
11.36, 78.29, 0.00
9.05, 77.26, 0.00
9.74, 78.41, 0.00
9.09, 78.59, 0.00
8.65, 77.41, 0.00
10.02, 78.24, 0.00
9.18, 78.51, 0.00
9.22, 79.59, 0.00
9.26, 78.39, 0.00
8.89, 78.43, 0.00
9.78, 79.49, 0.00
9.05, 79.46, 0.00
9.46, 78.52, 0.00
9.22, 79.17, 0.00
9.34, 79.91, 0.00
9.30, 80.08, 0.00
8.57, 79.95, 0.00
8.73, 79.92, 0.00
8.21, 80.96, 0.00
8.12, 79.55, 0.00
9.26, 78.18, 0.00
9.82, 80.32, 0.00
8.00, 80.40, 0.00
8.29, 79.27, 0.00
9.26, 78.41, 0.00
9.42, 78.55, 0.00
10.06, 78.43, 0.00
9.58, 78.64, 0.00
9.98, 78.74, 0.00
9.74, 78.69, 0.00
9.38, 78.60, 0.00
9.62, 78.85, 0.00
9.78, 79.63, 0.00
9.34, 79.67, 0.00
9.05, 79.40, 0.00
9.50, 80.06, 0.00
9.46, 79.89, 0.00
