Unhappy, Sameness, Tolerance
29.43, 60.85, 0.15
18.59, 66.24, 0.08
16.01, 70.00, 0.03
13.78, 71.09, 0.02
12.81, 73.00, 0.01
12.05, 73.77, 0.00
11.32, 74.92, 0.00
10.55, 75.44, 0.00
9.54, 76.01, 0.00
10.91, 75.50, 0.00
9.86, 75.56, 0.00
10.51, 76.39, 0.00
10.27, 77.47, 0.00
8.77, 76.80, 0.00
9.62, 77.30, 0.00
10.39, 78.25, 0.00
9.50, 78.58, 0.00
9.38, 78.57, 0.00
9.58, 78.33, 0.00
9.54, 78.45, 0.00
9.38, 78.01, 0.00
10.15, 77.81, 0.00
10.55, 78.98, 0.00
9.74, 78.91, 0.00
9.54, 78.59, 0.00
9.90, 78.32, 0.00
9.90, 79.98, 0.00
8.73, 80.42, 0.00
8.81, 80.41, 0.00
9.22, 80.55, 0.00
9.09, 80.71, 0.00
8.81, 81.11, 0.00
8.41, 79.68, 0.00
9.09, 78.85, 0.00
9.66, 78.24, 0.00
10.06, 78.81, 0.00
9.78, 79.68, 0.00
8.97, 79.54, 0.00
9.90, 79.10, 0.00
10.19, 78.90, 0.00
10.11, 80.16, 0.00
9.58, 79.69, 0.00
9.30, 79.31, 0.00
9.94, 77.94, 0.00
10.23, 78.99, 0.00
10.02, 78.67, 0.00
10.35, 79.31, 0.00
9.66, 79.79, 0.00
9.82, 79.28, 0.00
10.19, 79.48, 0.00
9.82, 79.74, 0.00
9.70, 79.05, 0.00
10.31, 79.69, 0.00
9.74, 81.19, 0.00
9.22, 81.07, 0.00
9.82, 79.84, 0.00
10.39, 79.97, 0.00
9.30, 79.85, 0.00
9.58, 81.52, 0.00
8.85, 80.36, 0.00
9.42, 80.53, 0.00
9.66, 81.19, 0.00
9.22, 81.81, 0.00
8.93, 82.01, 0.00
8.81, 81.13, 0.00
9.78, 81.22, 0.00
9.26, 81.59, 0.00
8.89, 80.34, 0.00
9.26, 79.58, 0.00
10.59, 80.56, 0.00
9.74, 81.85, 0.00
8.65, 80.93, 0.00
9.34, 81.35, 0.00
9.09, 80.74, 0.00
9.58, 81.40, 0.00
8.77, 80.91, 0.00
9.22, 81.21, 0.00
8.29, 83.04, 0.00
7.07, 81.10, 0.00
8.77, 81.50, 0.00
8.81, 83.71, 0.00
