Unhappy, Sameness, Tolerance
28.42, 61.37, 0.12
19.48, 66.18, 0.01
17.30, 69.18, 0.00
14.59, 71.13, 0.00
13.30, 74.02, 0.00
12.00, 75.48, 0.00
10.35, 75.82, 0.00
10.02, 76.87, 0.00
9.42, 77.47, 0.00
9.18, 77.70, 0.00
8.81, 77.05, 0.00
9.70, 77.59, 0.00
8.93, 78.47, 0.00
8.73, 76.92, 0.00
9.90, 78.01, 0.00
9.30, 78.46, 0.00
9.18, 78.28, 0.00
9.74, 78.55, 0.00
9.42, 77.85, 0.00
9.18, 78.42, 0.00
9.05, 79.04, 0.00
8.41, 78.33, 0.00
8.61, 78.89, 0.00
9.34, 79.11, 0.00
8.69, 79.95, 0.00
8.21, 79.32, 0.00
8.89, 79.14, 0.00
9.18, 78.54, 0.00
9.26, 80.18, 0.00
8.12, 79.19, 0.00
8.85, 79.83, 0.00
9.05, 79.81, 0.00
8.97, 80.12, 0.00
8.37, 80.37, 0.00
8.08, 79.29, 0.00
9.42, 79.30, 0.00
9.18, 79.61, 0.00
9.14, 80.97, 0.00
8.12, 80.99, 0.00
8.33, 80.73, 0.00
8.61, 80.00, 0.00
8.65, 78.55, 0.00
9.70, 79.54, 0.00
9.22, 78.64, 0.00
9.98, 80.02, 0.00
9.01, 79.78, 0.00
9.22, 79.07, 0.00
9.74, 77.80, 0.00
10.19, 78.70, 0.00
9.70, 79.02, 0.00
9.70, 78.99, 0.00
