Unhappy, Sameness, Tolerance
12.05, 53.67, 0.64
12.73, 56.79, 0.52
14.71, 61.23, 0.36
14.19, 64.25, 0.24
14.63, 66.83, 0.13
14.47, 69.62, 0.08
12.89, 71.90, 0.04
11.44, 72.37, 0.02
11.44, 73.91, 0.01
9.86, 74.67, 0.01
9.26, 74.83, 0.00
9.54, 75.00, 0.00
9.62, 75.50, 0.00
9.09, 75.85, 0.00
9.42, 75.02, 0.00
10.47, 76.16, 0.00
10.02, 76.31, 0.00
10.35, 75.87, 0.00
9.78, 76.47, 0.00
10.06, 77.67, 0.00
9.82, 77.11, 0.00
10.47, 77.07, 0.00
10.31, 77.45, 0.00
10.02, 77.48, 0.00
9.09, 77.04, 0.00
9.82, 78.35, 0.00
9.58, 78.57, 0.00
9.18, 77.11, 0.00
9.62, 76.29, 0.00
10.39, 78.01, 0.00
9.74, 77.37, 0.00
9.98, 76.82, 0.00
9.70, 78.12, 0.00
9.30, 79.22, 0.00
8.89, 77.86, 0.00
9.46, 78.33, 0.00
9.54, 77.55, 0.00
9.86, 77.26, 0.00
9.78, 77.08, 0.00
10.35, 78.10, 0.00
9.90, 77.38, 0.00
10.51, 77.09, 0.00
10.67, 77.17, 0.00
10.67, 78.09, 0.00
9.34, 77.91, 0.00
10.23, 78.45, 0.00
9.74, 78.10, 0.00
10.23, 78.33, 0.00
9.42, 78.14, 0.00
10.11, 78.31, 0.00
9.38, 78.72, 0.00
8.77, 78.36, 0.00
9.09, 79.63, 0.00
8.61, 79.92, 0.00
8.65, 79.04, 0.00
