Unhappy, Sameness, Tolerance
21.87, 58.98, 0.36
15.80, 64.24, 0.24
14.51, 67.19, 0.15
13.90, 69.16, 0.09
13.42, 70.96, 0.04
12.49, 72.96, 0.02
10.79, 74.58, 0.01
10.35, 73.98, 0.00
11.52, 75.19, 0.00
10.59, 74.84, 0.00
10.87, 73.90, 0.00
10.99, 75.23, 0.00
10.15, 75.91, 0.00
9.94, 76.24, 0.00
10.55, 76.23, 0.00
9.78, 77.30, 0.00
9.22, 76.50, 0.00
9.38, 77.22, 0.00
9.90, 77.24, 0.00
9.38, 77.73, 0.00
9.42, 78.00, 0.00
9.14, 77.87, 0.00
9.34, 77.97, 0.00
9.26, 79.61, 0.00
8.00, 78.95, 0.00
8.77, 77.55, 0.00
9.66, 76.96, 0.00
9.90, 77.22, 0.00
9.70, 76.56, 0.00
10.27, 77.09, 0.00
10.11, 77.74, 0.00
9.58, 77.97, 0.00
9.30, 77.64, 0.00
10.31, 79.98, 0.00
8.81, 79.50, 0.00
8.81, 79.59, 0.00
9.09, 77.86, 0.00
9.90, 80.31, 0.00
8.61, 78.44, 0.00
9.22, 78.78, 0.00
9.74, 80.09, 0.00
8.65, 79.50, 0.00
8.97, 78.09, 0.00
10.11, 77.85, 0.00
10.19, 79.60, 0.00
9.34, 80.15, 0.00
8.61, 80.78, 0.00
8.77, 78.52, 0.00
9.70, 79.93, 0.00
8.77, 79.40, 0.00
9.66, 80.04, 0.00
8.89, 80.62, 0.00
8.25, 80.53, 0.00
8.29, 79.29, 0.00
