Unhappy, Sameness, Tolerance
6.31, 52.42, 0.84
0.08, 52.27, 0.99
0.00, 52.45, 1.00
0.00, 52.27, 1.00
0.00, 51.20, 1.00
0.00, 50.74, 1.00
0.00, 50.56, 1.00
0.00, 50.28, 1.00
0.00, 50.22, 1.00
0.00, 49.63, 1.00
0.00, 50.37, 1.00
0.00, 50.22, 1.00
0.00, 50.33, 1.00
0.00, 50.35, 1.00
0.00, 50.15, 1.00
0.00, 50.17, 1.00
0.00, 50.49, 1.00
0.00, 51.14, 1.00
0.00, 51.35, 1.00
0.00, 50.83, 1.00
0.00, 50.49, 1.00
0.00, 49.81, 1.00
0.00, 49.90, 1.00
0.00, 50.16, 1.00
0.00, 50.39, 1.00
0.00, 50.66, 1.00
0.00, 50.85, 1.00
0.00, 50.66, 1.00
0.00, 50.11, 1.00
0.00, 50.29, 1.00
0.00, 50.99, 1.00
0.00, 50.74, 1.00
0.00, 50.42, 1.00
0.00, 49.86, 1.00
0.00, 50.03, 1.00
0.00, 50.05, 1.00
0.00, 49.98, 1.00
0.00, 49.58, 1.00
0.00, 49.55, 1.00
0.00, 50.30, 1.00
0.00, 50.48, 1.00
0.00, 49.79, 1.00
0.00, 49.97, 1.00
0.00, 49.65, 1.00
0.00, 49.80, 1.00
0.00, 49.72, 1.00
0.00, 50.01, 1.00
0.00, 49.72, 1.00
0.00, 49.77, 1.00
0.00, 50.07, 1.00
