Unhappy, Sameness, Tolerance
2.30, 50.44, 0.94
0.16, 50.09, 0.99
0.00, 50.28, 1.00
0.00, 50.80, 1.00
0.00, 50.74, 1.00
0.00, 50.89, 1.00
0.00, 50.71, 1.00
0.00, 50.69, 1.00
0.00, 51.08, 1.00
0.00, 50.73, 1.00
0.00, 50.34, 1.00
0.00, 50.62, 1.00
0.00, 50.44, 1.00
0.00, 50.36, 1.00
0.00, 50.69, 1.00
0.00, 50.63, 1.00
0.00, 50.36, 1.00
0.00, 50.18, 1.00
0.00, 50.70, 1.00
0.00, 50.32, 1.00
0.00, 50.15, 1.00
0.00, 49.91, 1.00
0.00, 50.50, 1.00
0.00, 50.58, 1.00
0.00, 50.25, 1.00
0.00, 49.92, 1.00
0.00, 50.02, 1.00
0.00, 49.85, 1.00
0.00, 49.99, 1.00
0.00, 49.73, 1.00
0.00, 49.55, 1.00
0.00, 49.50, 1.00
0.00, 49.06, 1.00
0.00, 49.11, 1.00
0.00, 49.57, 1.00
0.00, 50.29, 1.00
0.00, 50.04, 1.00
0.00, 50.73, 1.00
0.00, 50.45, 1.00
0.00, 50.57, 1.00
0.00, 50.56, 1.00
0.00, 50.03, 1.00
0.00, 49.89, 1.00
0.00, 50.15, 1.00
0.00, 50.30, 1.00
0.00, 49.66, 1.00
0.00, 50.28, 1.00
0.00, 50.23, 1.00
0.00, 50.12, 1.00
0.00, 50.24, 1.00
