Unhappy, Sameness, Tolerance
32.50, 62.73, 0.01
18.43, 68.41, 0.00
13.99, 71.36, 0.00
12.49, 73.13, 0.00
11.40, 74.51, 0.00
10.51, 76.39, 0.00
8.77, 76.23, 0.00
9.74, 76.63, 0.00
9.70, 75.69, 0.00
10.19, 76.18, 0.00
9.94, 77.29, 0.00
9.58, 76.66, 0.00
10.43, 77.54, 0.00
9.46, 76.77, 0.00
10.23, 77.76, 0.00
10.39, 77.75, 0.00
10.06, 77.70, 0.00
9.82, 78.26, 0.00
9.86, 78.82, 0.00
9.50, 78.33, 0.00
10.23, 79.32, 0.00
9.86, 79.78, 0.00
9.38, 79.20, 0.00
9.42, 78.89, 0.00
9.34, 80.20, 0.00
8.57, 78.99, 0.00
9.78, 78.69, 0.00
10.06, 78.67, 0.00
10.35, 78.87, 0.00
9.98, 81.43, 0.00
8.29, 79.83, 0.00
9.58, 80.12, 0.00
10.11, 79.88, 0.00
9.74, 79.63, 0.00
9.98, 80.24, 0.00
9.34, 80.70, 0.00
9.26, 80.67, 0.00
9.26, 81.44, 0.00
8.85, 80.62, 0.00
8.89, 80.79, 0.00
8.65, 80.32, 0.00
9.34, 81.54, 0.00
8.04, 81.46, 0.00
8.85, 80.90, 0.00
8.57, 78.47, 0.00
10.39, 80.32, 0.00
9.62, 80.18, 0.00
9.54, 80.64, 0.00
8.93, 80.35, 0.00
9.01, 81.35, 0.00
