Unhappy, Sameness, Tolerance
2.10, 49.80, 0.95
0.28, 49.95, 0.99
0.04, 49.43, 1.00
0.00, 50.03, 1.00
0.00, 49.48, 1.00
0.00, 49.83, 1.00
0.00, 49.57, 1.00
0.00, 49.78, 1.00
0.00, 49.97, 1.00
0.00, 49.80, 1.00
0.00, 49.93, 1.00
0.00, 49.82, 1.00
0.00, 49.78, 1.00
0.00, 50.43, 1.00
0.00, 50.40, 1.00
0.00, 50.37, 1.00
0.00, 50.05, 1.00
0.00, 50.04, 1.00
0.00, 49.79, 1.00
0.00, 49.81, 1.00
0.00, 50.38, 1.00
0.00, 50.45, 1.00
0.00, 49.88, 1.00
0.00, 49.62, 1.00
0.00, 49.61, 1.00
0.00, 49.74, 1.00
0.00, 49.29, 1.00
0.00, 49.64, 1.00
0.00, 49.44, 1.00
0.00, 49.21, 1.00
0.00, 49.40, 1.00
0.00, 49.35, 1.00
0.00, 49.68, 1.00
0.00, 49.72, 1.00
0.00, 49.66, 1.00
0.00, 49.75, 1.00
0.00, 49.63, 1.00
0.00, 49.76, 1.00
0.00, 49.94, 1.00
0.00, 50.15, 1.00
0.00, 50.13, 1.00
0.00, 50.15, 1.00
0.00, 50.51, 1.00
0.00, 50.29, 1.00
0.00, 50.68, 1.00
0.00, 50.16, 1.00
0.00, 49.82, 1.00
0.00, 50.28, 1.00
0.00, 50.46, 1.00
0.00, 50.27, 1.00
