Unhappy, Sameness, Tolerance
1.70, 51.07, 0.96
0.04, 50.29, 1.00
0.00, 50.53, 1.00
0.00, 50.61, 1.00
0.00, 50.70, 1.00
0.00, 50.45, 1.00
0.00, 50.23, 1.00
0.00, 50.51, 1.00
0.00, 50.68, 1.00
0.00, 50.66, 1.00
0.00, 50.26, 1.00
0.00, 50.44, 1.00
0.00, 50.00, 1.00
0.00, 50.23, 1.00
0.00, 50.54, 1.00
0.00, 50.66, 1.00
0.00, 50.86, 1.00
0.00, 50.93, 1.00
0.00, 51.20, 1.00
0.00, 50.40, 1.00
0.00, 49.96, 1.00
0.00, 50.20, 1.00
0.00, 49.59, 1.00
0.00, 49.47, 1.00
0.00, 49.62, 1.00
0.00, 49.59, 1.00
0.00, 49.57, 1.00
0.00, 49.30, 1.00
0.00, 49.76, 1.00
0.00, 49.80, 1.00
0.00, 49.84, 1.00
0.00, 49.86, 1.00
0.00, 49.64, 1.00
0.00, 49.30, 1.00
0.00, 49.39, 1.00
0.00, 49.59, 1.00
0.00, 49.90, 1.00
0.00, 50.31, 1.00
0.00, 49.44, 1.00
0.00, 49.52, 1.00
0.00, 49.33, 1.00
0.00, 49.58, 1.00
0.00, 49.84, 1.00
0.00, 50.04, 1.00
0.00, 50.26, 1.00
0.00, 49.54, 1.00
0.00, 48.88, 1.00
0.00, 48.81, 1.00
0.00, 49.02, 1.00
0.00, 49.19, 1.00
