Unhappy, Sameness, Tolerance
6.67, 52.58, 0.81
2.26, 52.95, 0.90
0.93, 52.39, 0.96
0.73, 52.38, 0.98
0.36, 52.34, 0.99
0.00, 52.48, 1.00
0.12, 52.07, 1.00
0.00, 51.69, 1.00
0.00, 51.45, 1.00
0.00, 51.58, 1.00
0.00, 50.68, 1.00
0.00, 50.30, 1.00
0.00, 50.42, 1.00
0.00, 50.45, 1.00
0.00, 50.49, 1.00
0.00, 50.48, 1.00
0.00, 50.29, 1.00
0.00, 49.67, 1.00
0.00, 49.33, 1.00
0.00, 49.63, 1.00
0.00, 49.81, 1.00
0.00, 49.80, 1.00
0.00, 49.69, 1.00
0.00, 50.14, 1.00
0.00, 49.86, 1.00
0.00, 49.92, 1.00
0.00, 50.09, 1.00
0.00, 50.15, 1.00
0.00, 49.95, 1.00
0.00, 50.29, 1.00
0.00, 50.15, 1.00
0.00, 50.45, 1.00
0.00, 50.19, 1.00
0.00, 50.13, 1.00
0.00, 49.90, 1.00
0.00, 50.60, 1.00
0.00, 50.35, 1.00
0.00, 50.68, 1.00
0.00, 50.78, 1.00
0.00, 50.43, 1.00
0.00, 50.30, 1.00
0.00, 50.25, 1.00
0.00, 50.09, 1.00
0.00, 49.77, 1.00
0.00, 50.28, 1.00
0.00, 50.08, 1.00
0.00, 50.37, 1.00
0.00, 50.73, 1.00
0.00, 50.77, 1.00
0.00, 50.56, 1.00
