Unhappy, Sameness, Tolerance
32.94, 61.99, 0.00
19.73, 67.63, 0.00
14.63, 70.82, 0.00
11.80, 72.21, 0.00
12.17, 73.57, 0.00
11.40, 74.74, 0.00
11.28, 75.31, 0.00
10.55, 76.34, 0.00
9.34, 76.54, 0.00
9.70, 75.57, 0.00
10.59, 75.90, 0.00
10.83, 75.71, 0.00
11.24, 75.54, 0.00
10.95, 76.55, 0.00
10.55, 76.39, 0.00
10.11, 77.23, 0.00
10.02, 76.87, 0.00
10.35, 75.16, 0.00
10.79, 76.78, 0.00
10.51, 77.05, 0.00
10.83, 76.70, 0.00
10.55, 78.31, 0.00
9.38, 79.09, 0.00
9.01, 77.33, 0.00
10.47, 77.16, 0.00
10.55, 77.77, 0.00
10.19, 77.50, 0.00
10.31, 77.60, 0.00
10.43, 79.10, 0.00
9.38, 80.56, 0.00
8.65, 79.02, 0.00
9.66, 79.94, 0.00
8.73, 79.51, 0.00
8.65, 80.08, 0.00
9.01, 77.90, 0.00
10.79, 79.01, 0.00
10.43, 79.74, 0.00
9.74, 79.20, 0.00
10.19, 80.72, 0.00
8.53, 80.14, 0.00
8.85, 79.83, 0.00
9.62, 79.94, 0.00
9.09, 79.39, 0.00
9.62, 80.07, 0.00
9.18, 80.11, 0.00
8.89, 80.80, 0.00
8.49, 79.84, 0.00
9.14, 80.02, 0.00
9.46, 79.41, 0.00
9.66, 80.92, 0.00
8.81, 80.29, 0.00
9.70, 81.04, 0.00
8.61, 80.58, 0.00
9.38, 80.33, 0.00
9.01, 80.12, 0.00
8.97, 80.47, 0.00
