Unhappy, Sameness, Tolerance
28.66, 59.26, 0.16
20.53, 66.88, 0.09
15.00, 70.09, 0.04
13.50, 70.86, 0.02
12.85, 72.92, 0.01
12.17, 73.11, 0.00
11.40, 74.35, 0.00
11.08, 74.75, 0.00
10.79, 74.75, 0.00
11.03, 74.84, 0.00
11.24, 75.57, 0.00
10.79, 77.17, 0.00
10.47, 78.59, 0.00
9.22, 78.92, 0.00
9.14, 78.13, 0.00
9.78, 78.38, 0.00
9.78, 78.84, 0.00
9.86, 78.01, 0.00
10.27, 77.46, 0.00
10.51, 78.94, 0.00
9.74, 78.28, 0.00
10.27, 79.22, 0.00
9.30, 79.52, 0.00
9.54, 77.29, 0.00
11.08, 78.29, 0.00
10.11, 78.95, 0.00
9.66, 78.93, 0.00
10.11, 80.77, 0.00
8.65, 80.66, 0.00
9.46, 80.65, 0.00
8.77, 80.54, 0.00
8.89, 80.14, 0.00
9.22, 80.99, 0.00
8.57, 80.24, 0.00
9.18, 81.27, 0.00
9.01, 81.05, 0.00
9.14, 79.79, 0.00
9.66, 80.19, 0.00
9.34, 80.61, 0.00
9.58, 79.94, 0.00
10.06, 81.07, 0.00
9.01, 80.96, 0.00
9.22, 79.83, 0.00
10.02, 78.93, 0.00
10.31, 79.98, 0.00
9.62, 80.42, 0.00
9.62, 79.39, 0.00
10.11, 80.74, 0.00
9.05, 80.29, 0.00
9.50, 80.21, 0.00
9.50, 81.27, 0.00
