Unhappy, Sameness, Tolerance
25.67, 59.75, 0.21
15.93, 63.48, 0.20
12.05, 65.70, 0.20
10.59, 67.42, 0.20
9.01, 67.88, 0.20
8.93, 69.40, 0.20
8.21, 68.85, 0.20
8.25, 69.92, 0.20
7.36, 69.88, 0.20
8.00, 68.76, 0.20
9.26, 69.54, 0.20
8.37, 68.90, 0.20
8.65, 68.40, 0.20
8.81, 68.38, 0.20
9.58, 69.10, 0.20
9.30, 69.55, 0.20
8.21, 70.51, 0.20
7.19, 70.28, 0.20
8.16, 69.43, 0.20
8.61, 69.62, 0.20
8.73, 69.71, 0.20
8.29, 69.74, 0.20
7.80, 70.77, 0.20
7.84, 69.51, 0.20
7.88, 69.10, 0.20
7.92, 70.92, 0.20
7.36, 71.69, 0.20
7.11, 70.46, 0.20
7.40, 70.17, 0.20
7.84, 70.29, 0.20
7.88, 70.38, 0.20
7.36, 69.95, 0.20
7.56, 69.86, 0.20
8.37, 69.95, 0.20
8.33, 69.62, 0.20
8.25, 69.77, 0.20
8.37, 70.83, 0.20
7.07, 70.67, 0.20
7.19, 71.21, 0.20
6.99, 70.95, 0.20
7.60, 70.75, 0.20
7.64, 69.41, 0.20
7.72, 70.21, 0.20
7.68, 69.71, 0.20
8.04, 70.15, 0.20
7.68, 70.04, 0.20
8.29, 69.22, 0.20
8.57, 68.81, 0.20
8.53, 70.26, 0.20
7.60, 70.01, 0.20
8.65, 69.75, 0.20
8.25, 70.36, 0.20
8.08, 70.11, 0.20
7.72, 70.31, 0.20
7.28, 69.88, 0.20
7.40, 70.34, 0.20
7.24, 70.72, 0.20
7.28, 70.26, 0.20
