Unhappy, Sameness, Tolerance
32.54, 62.74, 0.01
18.96, 69.36, 0.00
13.50, 71.80, 0.00
12.21, 72.60, 0.00
11.48, 73.82, 0.00
11.28, 74.33, 0.00
10.75, 75.44, 0.00
10.06, 75.01, 0.00
10.23, 75.37, 0.00
11.03, 74.61, 0.00
11.44, 75.46, 0.00
10.91, 76.94, 0.00
9.46, 75.61, 0.00
10.35, 77.14, 0.00
9.86, 76.78, 0.00
10.35, 76.18, 0.00
10.59, 79.10, 0.00
8.65, 79.59, 0.00
8.73, 79.30, 0.00
9.09, 78.00, 0.00
9.50, 77.92, 0.00
9.70, 77.90, 0.00
9.74, 78.60, 0.00
9.50, 79.30, 0.00
9.09, 79.03, 0.00
8.89, 79.67, 0.00
9.05, 79.61, 0.00
9.22, 80.28, 0.00
9.05, 79.10, 0.00
9.26, 80.47, 0.00
9.05, 79.54, 0.00
8.89, 79.80, 0.00
9.26, 78.91, 0.00
9.58, 78.58, 0.00
9.30, 78.94, 0.00
8.97, 78.75, 0.00
9.94, 79.66, 0.00
9.14, 79.83, 0.00
9.38, 79.47, 0.00
9.38, 78.38, 0.00
9.66, 79.56, 0.00
8.81, 80.36, 0.00
8.49, 79.96, 0.00
9.05, 79.84, 0.00
9.05, 80.89, 0.00
8.33, 80.26, 0.00
9.38, 81.11, 0.00
9.09, 79.98, 0.00
9.74, 80.15, 0.00
9.50, 81.06, 0.00
8.61, 80.54, 0.00
8.69, 81.05, 0.00
