Unhappy, Sameness, Tolerance
31.20, 60.31, 0.05
21.58, 66.33, 0.00
16.29, 69.92, 0.00
14.07, 72.45, 0.00
11.03, 72.72, 0.00
11.64, 73.52, 0.00
10.51, 73.86, 0.00
11.16, 75.22, 0.00
10.35, 74.61, 0.00
11.76, 75.33, 0.00
11.56, 76.70, 0.00
10.83, 77.25, 0.00
9.90, 76.77, 0.00
10.15, 77.62, 0.00
9.30, 77.53, 0.00
10.02, 77.78, 0.00
9.78, 78.14, 0.00
9.66, 77.93, 0.00
9.86, 78.15, 0.00
9.46, 78.19, 0.00
9.46, 78.20, 0.00
8.81, 79.40, 0.00
9.05, 79.07, 0.00
8.97, 79.62, 0.00
8.65, 79.16, 0.00
9.34, 79.28, 0.00
8.53, 78.80, 0.00
9.66, 77.94, 0.00
9.78, 77.25, 0.00
10.63, 79.10, 0.00
8.81, 78.90, 0.00
9.30, 78.90, 0.00
9.66, 78.51, 0.00
9.09, 78.95, 0.00
9.42, 79.16, 0.00
9.54, 77.98, 0.00
10.47, 78.12, 0.00
10.11, 78.10, 0.00
10.27, 78.86, 0.00
9.94, 78.60, 0.00
9.98, 79.55, 0.00
9.42, 78.36, 0.00
10.51, 78.37, 0.00
10.63, 78.27, 0.00
10.23, 79.04, 0.00
9.46, 79.25, 0.00
10.06, 79.08, 0.00
9.62, 78.19, 0.00
9.94, 76.53, 0.00
10.91, 78.47, 0.00
9.50, 79.48, 0.00
8.81, 79.66, 0.00
9.14, 79.55, 0.00
8.89, 79.39, 0.00
9.05, 79.49, 0.00
8.81, 78.76, 0.00
9.98, 80.33, 0.00
8.77, 79.54, 0.00
9.62, 79.88, 0.00
9.50, 79.43, 0.00
9.70, 80.01, 0.00
9.22, 80.38, 0.00
8.37, 81.60, 0.00
7.96, 79.84, 0.00
9.34, 79.20, 0.00
9.34, 79.21, 0.00
