Unhappy, Sameness, Tolerance
16.65, 56.48, 0.52
11.28, 58.09, 0.52
10.27, 61.37, 0.53
9.42, 62.21, 0.53
9.26, 62.89, 0.53
8.29, 63.60, 0.55
7.48, 63.83, 0.55
7.24, 63.27, 0.57
7.64, 63.75, 0.57
8.12, 64.42, 0.54
7.72, 64.64, 0.57
6.99, 64.31, 0.60
7.11, 65.29, 0.58
6.67, 64.67, 0.59
7.40, 65.33, 0.61
5.62, 64.93, 0.63
6.47, 64.79, 0.63
5.98, 64.52, 0.63
7.19, 65.62, 0.61
6.02, 65.56, 0.59
6.87, 66.38, 0.56
6.39, 65.90, 0.58
6.43, 66.14, 0.60
5.86, 66.04, 0.60
6.99, 66.19, 0.60
5.98, 65.12, 0.60
6.51, 65.55, 0.61
6.55, 64.31, 0.61
7.11, 64.47, 0.62
7.72, 65.27, 0.60
6.83, 65.56, 0.61
6.51, 66.36, 0.63
4.73, 64.47, 0.67
5.38, 63.90, 0.69
4.93, 63.95, 0.70
5.01, 62.66, 0.70
5.70, 63.03, 0.69
5.34, 62.37, 0.70
4.85, 62.47, 0.72
4.57, 61.41, 0.74
4.97, 61.61, 0.74
4.93, 60.22, 0.73
6.59, 61.48, 0.70
5.38, 61.67, 0.70
4.61, 61.03, 0.73
4.97, 60.28, 0.76
5.70, 60.93, 0.72
5.66, 60.93, 0.72
5.62, 60.04, 0.72
5.74, 59.86, 0.72
5.42, 60.51, 0.72
5.66, 61.52, 0.71
5.54, 61.17, 0.70
5.42, 62.31, 0.71
4.16, 62.03, 0.75
4.24, 61.15, 0.75
