Unhappy, Sameness, Tolerance
32.22, 60.94, 0.01
20.29, 66.89, 0.00
15.44, 70.71, 0.00
12.81, 72.45, 0.00
11.96, 73.14, 0.00
11.92, 75.16, 0.00
10.95, 75.87, 0.00
9.94, 76.49, 0.00
9.86, 75.41, 0.00
10.63, 76.85, 0.00
10.35, 76.49, 0.00
9.82, 77.06, 0.00
9.46, 77.38, 0.00
9.42, 77.60, 0.00
9.18, 79.09, 0.00
8.49, 78.27, 0.00
8.81, 77.44, 0.00
9.86, 78.15, 0.00
9.46, 79.14, 0.00
9.30, 78.01, 0.00
9.98, 76.85, 0.00
10.15, 77.29, 0.00
9.86, 77.49, 0.00
9.74, 78.35, 0.00
9.01, 78.90, 0.00
8.85, 78.18, 0.00
10.23, 77.53, 0.00
10.15, 78.94, 0.00
9.30, 79.51, 0.00
8.97, 78.79, 0.00
8.73, 79.79, 0.00
8.49, 78.86, 0.00
9.38, 78.64, 0.00
9.46, 79.14, 0.00
8.81, 78.87, 0.00
9.01, 78.52, 0.00
9.58, 79.16, 0.00
8.93, 79.54, 0.00
8.81, 79.19, 0.00
9.62, 79.50, 0.00
8.89, 80.49, 0.00
8.57, 79.20, 0.00
9.58, 80.46, 0.00
8.89, 80.49, 0.00
8.61, 79.38, 0.00
9.42, 79.75, 0.00
9.78, 78.95, 0.00
9.86, 79.29, 0.00
9.26, 80.31, 0.00
9.01, 78.75, 0.00
9.94, 78.44, 0.00
9.90, 79.43, 0.00
