Unhappy, Sameness, Tolerance
0.00, 49.87, 1.00
0.00, 50.44, 1.00
0.00, 50.46, 1.00
0.00, 49.98, 1.00
0.00, 50.15, 1.00
0.00, 50.04, 1.00
0.00, 50.85, 1.00
0.00, 50.58, 1.00
0.00, 49.95, 1.00
0.00, 49.68, 1.00
0.00, 49.19, 1.00
0.00, 49.21, 1.00
0.00, 49.28, 1.00
0.00, 49.30, 1.00
0.00, 49.90, 1.00
0.00, 50.04, 1.00
0.00, 49.93, 1.00
0.00, 50.13, 1.00
0.00, 49.48, 1.00
0.00, 49.48, 1.00
0.00, 49.30, 1.00
0.00, 49.72, 1.00
0.00, 49.87, 1.00
0.00, 50.00, 1.00
0.00, 49.92, 1.00
0.00, 50.08, 1.00
0.00, 50.20, 1.00
0.00, 50.90, 1.00
0.00, 51.16, 1.00
0.00, 51.14, 1.00
0.00, 51.26, 1.00
0.00, 51.22, 1.00
0.00, 50.95, 1.00
0.00, 50.69, 1.00
0.00, 50.92, 1.00
0.00, 50.82, 1.00
0.00, 50.62, 1.00
0.00, 50.14, 1.00
0.00, 50.59, 1.00
0.00, 50.89, 1.00
0.00, 50.56, 1.00
0.00, 50.13, 1.00
0.00, 49.92, 1.00
0.00, 50.19, 1.00
0.00, 50.62, 1.00
0.00, 49.90, 1.00
0.00, 49.43, 1.00
0.00, 49.78, 1.00
0.00, 49.99, 1.00
0.00, 50.35, 1.00
