Unhappy, Sameness, Tolerance
1.98, 50.07, 0.95
0.00, 50.31, 1.00
0.00, 50.10, 1.00
0.00, 50.00, 1.00
0.00, 49.56, 1.00
0.00, 49.69, 1.00
0.00, 49.16, 1.00
0.00, 49.11, 1.00
0.00, 49.35, 1.00
0.00, 49.27, 1.00
0.00, 49.46, 1.00
0.00, 49.33, 1.00
0.00, 50.04, 1.00
0.00, 49.82, 1.00
0.00, 49.80, 1.00
0.00, 49.56, 1.00
0.00, 49.21, 1.00
0.00, 49.30, 1.00
0.00, 49.00, 1.00
0.00, 49.48, 1.00
0.00, 49.57, 1.00
0.00, 49.97, 1.00
0.00, 49.90, 1.00
0.00, 50.35, 1.00
0.00, 50.12, 1.00
0.00, 50.85, 1.00
0.00, 50.57, 1.00
0.00, 50.87, 1.00
0.00, 50.67, 1.00
0.00, 50.57, 1.00
0.00, 50.24, 1.00
0.00, 50.57, 1.00
0.00, 50.21, 1.00
0.00, 50.15, 1.00
0.00, 50.11, 1.00
0.00, 49.97, 1.00
0.00, 50.25, 1.00
0.00, 50.11, 1.00
0.00, 50.14, 1.00
0.00, 50.17, 1.00
0.00, 50.16, 1.00
0.00, 50.19, 1.00
0.00, 50.27, 1.00
0.00, 50.17, 1.00
0.00, 49.63, 1.00
0.00, 49.40, 1.00
0.00, 49.07, 1.00
0.00, 49.23, 1.00
0.00, 49.42, 1.00
0.00, 49.64, 1.00
