Unhappy, Sameness, Tolerance
14.67, 56.91, 0.52
9.58, 58.64, 0.52
7.96, 59.45, 0.52
6.67, 59.86, 0.53
5.94, 60.21, 0.54
5.58, 60.48, 0.54
4.73, 60.16, 0.55
4.53, 60.30, 0.56
5.17, 60.20, 0.56
4.65, 59.59, 0.56
5.01, 59.85, 0.56
4.81, 60.03, 0.57
4.61, 60.10, 0.57
4.53, 59.87, 0.58
4.93, 60.71, 0.59
4.32, 59.95, 0.60
4.37, 59.40, 0.61
4.08, 58.79, 0.62
3.80, 58.70, 0.62
3.80, 58.27, 0.63
4.49, 58.22, 0.64
4.41, 58.36, 0.65
4.20, 58.31, 0.66
3.56, 57.53, 0.69
3.11, 57.61, 0.72
2.51, 57.45, 0.75
2.06, 57.02, 0.79
1.82, 56.23, 0.86
1.01, 55.55, 0.92
0.53, 54.44, 0.97
0.24, 53.51, 0.99
0.00, 52.67, 1.00
0.00, 51.82, 1.00
0.00, 51.23, 1.00
0.00, 51.02, 1.00
0.00, 50.56, 1.00
0.00, 50.38, 1.00
0.00, 50.25, 1.00
0.00, 49.53, 1.00
0.00, 50.15, 1.00
0.00, 49.99, 1.00
0.00, 50.16, 1.00
0.00, 50.04, 1.00
0.00, 50.24, 1.00
0.00, 50.18, 1.00
0.00, 50.00, 1.00
0.00, 50.19, 1.00
0.00, 49.97, 1.00
0.00, 49.64, 1.00
0.00, 49.40, 1.00
