Unhappy, Sameness, Tolerance
32.09, 60.52, 0.05
21.46, 67.08, 0.00
15.93, 70.18, 0.00
13.54, 72.26, 0.00
11.68, 73.04, 0.00
11.60, 73.42, 0.00
11.48, 75.45, 0.00
9.98, 75.96, 0.00
9.26, 75.56, 0.00
9.86, 76.59, 0.00
9.18, 76.73, 0.00
9.58, 76.40, 0.00
9.86, 76.41, 0.00
9.22, 76.23, 0.00
9.46, 76.49, 0.00
9.82, 77.23, 0.00
9.38, 77.15, 0.00
9.58, 76.71, 0.00
10.11, 77.30, 0.00
9.46, 77.03, 0.00
9.54, 76.30, 0.00
9.94, 76.05, 0.00
10.59, 75.64, 0.00
10.63, 76.76, 0.00
10.11, 77.88, 0.00
9.01, 78.24, 0.00
8.45, 77.53, 0.00
9.82, 77.47, 0.00
9.78, 77.94, 0.00
9.54, 78.14, 0.00
9.90, 78.34, 0.00
9.66, 78.30, 0.00
8.89, 77.77, 0.00
9.26, 76.94, 0.00
10.35, 77.52, 0.00
9.98, 78.16, 0.00
9.50, 78.92, 0.00
9.09, 77.83, 0.00
10.31, 78.83, 0.00
9.26, 77.85, 0.00
9.86, 78.59, 0.00
9.42, 79.77, 0.00
8.93, 80.64, 0.00
7.72, 79.22, 0.00
8.89, 78.83, 0.00
9.38, 79.73, 0.00
8.77, 79.70, 0.00
8.53, 79.41, 0.00
8.85, 79.55, 0.00
8.73, 78.34, 0.00
9.66, 78.92, 0.00
9.09, 79.50, 0.00
9.42, 79.31, 0.00
9.62, 79.52, 0.00
9.01, 80.00, 0.00
9.01, 79.32, 0.00
