Unhappy, Sameness, Tolerance
0.20, 50.17, 0.99
0.00, 50.42, 1.00
0.00, 50.67, 1.00
0.00, 49.98, 1.00
0.00, 50.06, 1.00
0.00, 49.81, 1.00
0.00, 49.57, 1.00
0.00, 50.02, 1.00
0.00, 49.68, 1.00
0.00, 49.80, 1.00
0.00, 50.19, 1.00
0.00, 50.38, 1.00
0.00, 50.27, 1.00
0.00, 50.30, 1.00
0.00, 49.91, 1.00
0.00, 49.75, 1.00
0.00, 49.86, 1.00
0.00, 49.59, 1.00
0.00, 50.17, 1.00
0.00, 49.95, 1.00
0.00, 49.81, 1.00
0.00, 49.81, 1.00
0.00, 50.05, 1.00
0.00, 50.45, 1.00
0.00, 50.08, 1.00
0.00, 50.35, 1.00
0.00, 50.55, 1.00
0.00, 50.10, 1.00
0.00, 50.42, 1.00
0.00, 49.59, 1.00
0.00, 49.69, 1.00
0.00, 50.02, 1.00
0.00, 49.37, 1.00
0.00, 49.34, 1.00
0.00, 49.58, 1.00
0.00, 49.61, 1.00
0.00, 49.11, 1.00
0.00, 49.26, 1.00
0.00, 49.04, 1.00
0.00, 49.08, 1.00
0.00, 49.15, 1.00
0.00, 49.05, 1.00
0.00, 48.95, 1.00
0.00, 49.80, 1.00
0.00, 49.70, 1.00
0.00, 49.58, 1.00
0.00, 49.38, 1.00
0.00, 49.50, 1.00
0.00, 49.44, 1.00
0.00, 49.45, 1.00
