Unhappy, Sameness, Tolerance
27.36, 59.42, 0.22
15.64, 63.76, 0.21
11.96, 66.53, 0.21
9.62, 68.20, 0.20
8.49, 68.33, 0.20
8.49, 68.17, 0.20
8.85, 69.49, 0.21
8.49, 69.00, 0.21
8.45, 68.74, 0.21
8.41, 68.31, 0.21
8.04, 68.71, 0.21
8.08, 68.88, 0.21
8.69, 70.80, 0.21
7.07, 69.94, 0.21
7.64, 69.62, 0.21
7.92, 68.67, 0.21
8.37, 69.09, 0.20
7.96, 68.91, 0.20
7.96, 69.60, 0.20
7.15, 70.06, 0.20
6.87, 69.67, 0.20
7.72, 69.70, 0.20
8.21, 68.86, 0.20
8.08, 69.54, 0.20
7.80, 70.35, 0.20
7.19, 70.30, 0.20
7.19, 70.21, 0.20
7.15, 69.79, 0.20
7.64, 70.10, 0.20
6.75, 69.30, 0.20
7.52, 69.37, 0.20
7.72, 70.80, 0.20
6.75, 70.49, 0.20
6.87, 70.67, 0.20
6.83, 70.20, 0.20
7.11, 70.30, 0.20
7.24, 69.99, 0.20
7.72, 69.59, 0.20
8.61, 69.26, 0.20
8.00, 69.23, 0.20
8.25, 69.47, 0.20
7.84, 70.52, 0.20
7.24, 70.04, 0.20
7.48, 69.73, 0.20
8.41, 69.84, 0.20
8.04, 71.04, 0.20
7.15, 70.17, 0.20
7.80, 71.11, 0.20
7.32, 69.07, 0.20
8.45, 69.31, 0.20
8.53, 69.76, 0.20
