Unhappy, Sameness, Tolerance
9.09, 52.42, 0.74
6.99, 54.02, 0.73
7.60, 56.15, 0.72
6.43, 57.36, 0.71
6.14, 58.69, 0.71
5.94, 59.90, 0.70
5.38, 60.69, 0.71
5.30, 60.91, 0.72
5.01, 61.15, 0.72
4.12, 61.31, 0.74
4.77, 61.17, 0.74
4.69, 61.18, 0.74
4.73, 61.29, 0.74
4.73, 61.21, 0.74
4.28, 61.12, 0.77
4.41, 61.02, 0.79
3.80, 60.23, 0.81
3.31, 59.37, 0.81
4.53, 59.27, 0.80
3.84, 59.12, 0.80
5.17, 59.54, 0.76
3.88, 59.82, 0.77
5.25, 60.24, 0.77
3.72, 60.39, 0.78
4.61, 59.92, 0.77
4.73, 59.75, 0.79
4.28, 60.02, 0.78
4.49, 59.20, 0.78
4.77, 58.54, 0.80
4.28, 58.45, 0.80
3.76, 57.95, 0.82
3.88, 58.09, 0.83
2.59, 56.74, 0.85
4.77, 57.65, 0.82
3.56, 57.71, 0.83
4.28, 57.84, 0.80
4.81, 58.43, 0.80
5.21, 59.21, 0.77
4.53, 59.81, 0.77
4.61, 60.06, 0.78
4.85, 58.84, 0.78
4.61, 59.65, 0.79
3.44, 59.79, 0.80
4.61, 58.74, 0.78
4.65, 59.01, 0.78
5.25, 59.00, 0.77
5.01, 59.45, 0.78
4.12, 59.27, 0.79
4.41, 58.50, 0.80
4.89, 59.17, 0.79
4.65, 59.36, 0.78
5.90, 60.07, 0.76
5.17, 59.88, 0.76
5.58, 58.84, 0.75
4.61, 59.31, 0.78
4.41, 58.69, 0.79
4.69, 59.58, 0.80
4.65, 59.37, 0.81
