Unhappy, Sameness, Tolerance
5.17, 51.02, 0.84
2.43, 51.70, 0.91
0.89, 51.86, 0.97
0.44, 51.06, 0.99
0.12, 50.73, 1.00
0.00, 50.69, 1.00
0.00, 50.35, 1.00
0.00, 50.23, 1.00
0.00, 49.57, 1.00
0.00, 49.71, 1.00
0.00, 49.70, 1.00
0.00, 50.00, 1.00
0.00, 49.66, 1.00
0.00, 49.72, 1.00
0.00, 49.29, 1.00
0.00, 49.02, 1.00
0.00, 49.23, 1.00
0.00, 49.48, 1.00
0.00, 49.60, 1.00
0.00, 50.27, 1.00
0.00, 50.00, 1.00
0.00, 50.54, 1.00
0.00, 50.70, 1.00
0.00, 50.17, 1.00
0.00, 50.26, 1.00
0.00, 49.98, 1.00
0.00, 49.76, 1.00
0.00, 49.50, 1.00
0.00, 49.39, 1.00
0.00, 49.68, 1.00
0.00, 49.68, 1.00
0.00, 49.91, 1.00
0.00, 49.76, 1.00
0.00, 50.03, 1.00
0.00, 49.54, 1.00
0.00, 49.35, 1.00
0.00, 49.14, 1.00
0.00, 49.88, 1.00
0.00, 49.49, 1.00
0.00, 49.55, 1.00
0.00, 49.92, 1.00
0.00, 49.90, 1.00
0.00, 50.13, 1.00
0.00, 49.78, 1.00
0.00, 50.18, 1.00
0.00, 50.31, 1.00
0.00, 50.38, 1.00
0.00, 50.02, 1.00
0.00, 50.18, 1.00
0.00, 50.02, 1.00
