Unhappy, Sameness, Tolerance
2.43, 50.94, 0.93
0.00, 50.18, 1.00
0.00, 50.58, 1.00
0.00, 50.12, 1.00
0.00, 50.13, 1.00
0.00, 50.01, 1.00
0.00, 50.19, 1.00
0.00, 50.51, 1.00
0.00, 50.14, 1.00
0.00, 49.90, 1.00
0.00, 49.93, 1.00
0.00, 50.08, 1.00
0.00, 49.78, 1.00
0.00, 49.90, 1.00
0.00, 49.92, 1.00
0.00, 49.31, 1.00
0.00, 49.46, 1.00
0.00, 49.68, 1.00
0.00, 49.33, 1.00
0.00, 49.43, 1.00
0.00, 49.73, 1.00
0.00, 49.50, 1.00
0.00, 49.57, 1.00
0.00, 49.81, 1.00
0.00, 50.27, 1.00
0.00, 50.18, 1.00
0.00, 50.07, 1.00
0.00, 49.64, 1.00
0.00, 50.19, 1.00
0.00, 50.14, 1.00
0.00, 50.14, 1.00
0.00, 50.26, 1.00
0.00, 50.23, 1.00
0.00, 49.94, 1.00
0.00, 49.64, 1.00
0.00, 49.85, 1.00
0.00, 49.66, 1.00
0.00, 49.95, 1.00
0.00, 50.20, 1.00
0.00, 50.48, 1.00
0.00, 49.80, 1.00
0.00, 49.68, 1.00
0.00, 49.91, 1.00
0.00, 49.92, 1.00
0.00, 49.91, 1.00
0.00, 49.65, 1.00
0.00, 49.90, 1.00
0.00, 49.29, 1.00
0.00, 49.74, 1.00
0.00, 50.62, 1.00
