Unhappy, Sameness, Tolerance
5.17, 51.28, 0.85
1.90, 51.37, 0.92
1.25, 51.33, 0.96
0.81, 50.56, 0.98
0.20, 50.99, 0.99
0.00, 51.11, 1.00
0.00, 50.60, 1.00
0.00, 50.80, 1.00
0.00, 51.33, 1.00
0.00, 51.50, 1.00
0.00, 51.29, 1.00
0.00, 51.20, 1.00
0.00, 50.49, 1.00
0.00, 50.21, 1.00
0.00, 50.50, 1.00
0.00, 50.27, 1.00
0.00, 50.71, 1.00
0.00, 50.63, 1.00
0.00, 50.33, 1.00
0.00, 50.00, 1.00
0.00, 50.39, 1.00
0.00, 50.06, 1.00
0.00, 50.23, 1.00
0.00, 50.21, 1.00
0.00, 50.42, 1.00
0.00, 50.18, 1.00
0.00, 49.59, 1.00
0.00, 49.71, 1.00
0.00, 49.78, 1.00
0.00, 49.91, 1.00
0.00, 49.55, 1.00
0.00, 49.46, 1.00
0.00, 49.70, 1.00
0.00, 50.24, 1.00
0.00, 50.30, 1.00
0.00, 50.40, 1.00
0.00, 50.99, 1.00
0.00, 50.91, 1.00
0.00, 50.70, 1.00
0.00, 50.45, 1.00
0.00, 50.53, 1.00
0.00, 50.47, 1.00
0.00, 50.25, 1.00
0.00, 50.36, 1.00
0.00, 50.57, 1.00
0.00, 50.89, 1.00
0.00, 50.26, 1.00
0.00, 50.05, 1.00
0.00, 49.42, 1.00
0.00, 49.68, 1.00
