Unhappy, Sameness, Tolerance
11.56, 53.13, 0.69
5.05, 54.35, 0.80
2.83, 54.55, 0.90
1.01, 54.06, 0.95
0.69, 53.92, 0.97
0.40, 53.30, 0.99
0.04, 52.89, 1.00
0.04, 52.34, 1.00
0.00, 51.83, 1.00
0.00, 51.51, 1.00
0.00, 51.20, 1.00
0.00, 51.09, 1.00
0.00, 50.75, 1.00
0.00, 50.77, 1.00
0.00, 50.59, 1.00
0.00, 50.65, 1.00
0.00, 50.46, 1.00
0.00, 50.30, 1.00
0.00, 49.99, 1.00
0.00, 49.92, 1.00
0.00, 50.07, 1.00
0.00, 50.09, 1.00
0.00, 50.16, 1.00
0.00, 50.12, 1.00
0.00, 50.19, 1.00
0.00, 50.19, 1.00
0.00, 50.69, 1.00
0.00, 50.44, 1.00
0.00, 49.84, 1.00
0.00, 49.91, 1.00
0.00, 50.27, 1.00
0.00, 50.01, 1.00
0.00, 50.19, 1.00
0.00, 50.37, 1.00
0.00, 50.21, 1.00
0.00, 50.02, 1.00
0.00, 49.71, 1.00
0.00, 49.93, 1.00
0.00, 49.82, 1.00
0.00, 49.95, 1.00
0.00, 49.97, 1.00
0.00, 49.59, 1.00
0.00, 49.37, 1.00
0.00, 49.44, 1.00
0.00, 49.64, 1.00
0.00, 49.83, 1.00
0.00, 50.10, 1.00
0.00, 50.08, 1.00
0.00, 49.97, 1.00
0.00, 49.58, 1.00
