Unhappy, Sameness, Tolerance
33.14, 62.38, 0.00
19.52, 68.04, 0.00
14.59, 71.00, 0.00
12.17, 73.17, 0.00
10.71, 74.28, 0.00
10.55, 75.57, 0.00
9.50, 74.55, 0.00
9.82, 74.57, 0.00
10.67, 75.24, 0.00
10.02, 76.47, 0.00
9.26, 76.44, 0.00
9.09, 76.86, 0.00
8.73, 76.37, 0.00
9.50, 76.68, 0.00
9.34, 76.27, 0.00
9.46, 75.27, 0.00
10.79, 75.80, 0.00
10.35, 76.92, 0.00
9.54, 76.30, 0.00
9.62, 77.38, 0.00
9.66, 76.13, 0.00
9.98, 77.05, 0.00
9.94, 77.71, 0.00
9.30, 77.66, 0.00
9.46, 77.10, 0.00
10.59, 77.72, 0.00
9.50, 78.75, 0.00
9.38, 77.40, 0.00
10.47, 78.11, 0.00
9.54, 78.32, 0.00
9.90, 78.25, 0.00
9.74, 78.54, 0.00
9.05, 78.06, 0.00
9.58, 78.71, 0.00
9.18, 78.43, 0.00
9.66, 77.56, 0.00
9.90, 77.98, 0.00
9.58, 79.06, 0.00
9.18, 78.44, 0.00
9.86, 79.55, 0.00
9.54, 77.83, 0.00
10.47, 78.97, 0.00
9.58, 80.26, 0.00
8.77, 79.28, 0.00
9.74, 79.53, 0.00
9.58, 79.88, 0.00
8.93, 81.71, 0.00
7.92, 80.69, 0.00
8.08, 79.69, 0.00
8.69, 79.02, 0.00
9.70, 78.40, 0.00
9.98, 78.83, 0.00
9.86, 80.18, 0.00
8.93, 79.47, 0.00
9.42, 80.30, 0.00
8.97, 80.33, 0.00
8.61, 80.38, 0.00
8.81, 80.22, 0.00
9.01, 80.82, 0.00
8.45, 81.14, 0.00
8.41, 80.47, 0.00
