Unhappy, Sameness, Tolerance
0.00, 50.02, 1.00
0.00, 50.03, 1.00
0.00, 50.12, 1.00
0.00, 50.16, 1.00
0.00, 50.19, 1.00
0.00, 50.53, 1.00
0.00, 51.23, 1.00
0.00, 51.34, 1.00
0.00, 51.15, 1.00
0.00, 50.34, 1.00
0.00, 50.05, 1.00
0.00, 49.82, 1.00
0.00, 50.02, 1.00
0.00, 49.83, 1.00
0.00, 50.34, 1.00
0.00, 50.89, 1.00
0.00, 51.08, 1.00
0.00, 50.70, 1.00
0.00, 50.23, 1.00
0.00, 50.59, 1.00
0.00, 50.18, 1.00
0.00, 50.58, 1.00
0.00, 50.51, 1.00
0.00, 50.34, 1.00
0.00, 50.37, 1.00
0.00, 50.61, 1.00
0.00, 51.35, 1.00
0.00, 50.79, 1.00
0.00, 50.89, 1.00
0.00, 50.36, 1.00
0.00, 50.28, 1.00
0.00, 49.86, 1.00
0.00, 50.27, 1.00
0.00, 50.23, 1.00
0.00, 50.55, 1.00
0.00, 50.47, 1.00
0.00, 50.24, 1.00
0.00, 50.36, 1.00
0.00, 50.11, 1.00
0.00, 50.48, 1.00
0.00, 50.44, 1.00
0.00, 50.19, 1.00
0.00, 50.29, 1.00
0.00, 50.10, 1.00
0.00, 50.72, 1.00
0.00, 50.06, 1.00
0.00, 49.84, 1.00
0.00, 49.43, 1.00
0.00, 49.61, 1.00
0.00, 49.48, 1.00
