Unhappy, Sameness, Tolerance
30.15, 61.65, 0.09
20.98, 67.98, 0.00
14.83, 70.35, 0.00
12.61, 71.60, 0.00
12.57, 73.27, 0.00
11.52, 73.04, 0.00
11.32, 73.40, 0.00
11.12, 74.76, 0.00
10.06, 75.65, 0.00
10.19, 75.88, 0.00
10.02, 76.19, 0.00
9.54, 76.69, 0.00
9.78, 75.81, 0.00
10.63, 76.18, 0.00
10.95, 76.52, 0.00
10.55, 76.70, 0.00
10.31, 78.21, 0.00
9.26, 78.50, 0.00
9.26, 77.47, 0.00
9.22, 76.97, 0.00
10.11, 77.64, 0.00
9.58, 77.43, 0.00
10.19, 78.97, 0.00
8.57, 78.13, 0.00
9.70, 78.93, 0.00
8.81, 78.35, 0.00
9.46, 79.28, 0.00
8.53, 78.39, 0.00
9.38, 78.68, 0.00
9.46, 77.69, 0.00
9.94, 78.95, 0.00
9.46, 79.50, 0.00
9.09, 77.34, 0.00
9.94, 78.11, 0.00
9.74, 78.77, 0.00
9.54, 79.12, 0.00
9.26, 79.11, 0.00
8.89, 78.84, 0.00
8.81, 79.76, 0.00
8.85, 79.81, 0.00
8.61, 79.15, 0.00
9.26, 77.29, 0.00
10.55, 78.03, 0.00
9.70, 78.15, 0.00
9.66, 77.94, 0.00
9.74, 77.75, 0.00
10.02, 77.78, 0.00
10.47, 79.26, 0.00
9.34, 78.53, 0.00
10.15, 77.58, 0.00
10.23, 78.41, 0.00
