Unhappy, Sameness, Tolerance
33.95, 62.28, 0.01
20.49, 67.90, 0.00
14.63, 70.62, 0.00
12.65, 71.10, 0.00
13.06, 72.29, 0.00
11.76, 74.13, 0.00
10.27, 74.59, 0.00
10.79, 76.15, 0.00
9.34, 77.20, 0.00
8.77, 77.98, 0.00
9.01, 77.01, 0.00
9.50, 76.89, 0.00
9.86, 77.09, 0.00
10.15, 76.93, 0.00
10.31, 77.58, 0.00
9.70, 77.40, 0.00
9.74, 78.31, 0.00
9.26, 78.68, 0.00
8.81, 78.77, 0.00
8.53, 79.50, 0.00
8.45, 79.30, 0.00
8.53, 78.97, 0.00
9.50, 78.38, 0.00
9.09, 77.32, 0.00
10.31, 78.38, 0.00
10.27, 79.04, 0.00
9.26, 78.94, 0.00
9.34, 78.14, 0.00
9.46, 78.46, 0.00
9.70, 79.07, 0.00
9.05, 78.45, 0.00
9.62, 79.09, 0.00
9.50, 78.60, 0.00
10.31, 80.36, 0.00
9.14, 80.23, 0.00
8.97, 79.18, 0.00
9.18, 78.26, 0.00
9.82, 79.91, 0.00
8.85, 78.80, 0.00
9.82, 78.71, 0.00
9.82, 80.23, 0.00
9.22, 79.41, 0.00
9.42, 79.72, 0.00
8.97, 79.32, 0.00
9.70, 80.77, 0.00
8.53, 80.86, 0.00
8.53, 82.36, 0.00
7.60, 82.49, 0.00
7.24, 80.24, 0.00
9.26, 80.30, 0.00
8.93, 80.40, 0.00
8.53, 79.86, 0.00
8.97, 79.17, 0.00
9.90, 81.53, 0.00
8.29, 81.11, 0.00
8.49, 81.40, 0.00
8.45, 81.30, 0.00
