Unhappy, Sameness, Tolerance
13.95, 53.28, 0.63
6.27, 55.42, 0.77
3.03, 55.97, 0.87
1.21, 55.43, 0.94
0.53, 54.57, 0.97
0.12, 53.67, 0.99
0.00, 53.31, 1.00
0.00, 52.88, 1.00
0.00, 52.42, 1.00
0.00, 51.81, 1.00
0.00, 51.92, 1.00
0.00, 51.73, 1.00
0.00, 51.23, 1.00
0.00, 50.72, 1.00
0.00, 50.13, 1.00
0.00, 50.03, 1.00
0.00, 49.73, 1.00
0.00, 50.04, 1.00
0.00, 50.04, 1.00
0.00, 50.05, 1.00
0.00, 49.56, 1.00
0.00, 50.16, 1.00
0.00, 50.30, 1.00
0.00, 49.82, 1.00
0.00, 49.36, 1.00
0.00, 49.26, 1.00
0.00, 49.15, 1.00
0.00, 49.13, 1.00
0.00, 49.11, 1.00
0.00, 49.70, 1.00
0.00, 50.18, 1.00
0.00, 50.19, 1.00
0.00, 49.59, 1.00
0.00, 49.52, 1.00
0.00, 49.76, 1.00
0.00, 49.18, 1.00
0.00, 49.04, 1.00
0.00, 49.41, 1.00
0.00, 49.22, 1.00
0.00, 48.99, 1.00
0.00, 49.18, 1.00
0.00, 49.26, 1.00
0.00, 49.40, 1.00
0.00, 49.08, 1.00
0.00, 49.46, 1.00
0.00, 49.74, 1.00
0.00, 50.25, 1.00
0.00, 49.78, 1.00
0.00, 50.01, 1.00
0.00, 50.42, 1.00
