Unhappy, Sameness, Tolerance
16.77, 56.00, 0.53
11.24, 59.08, 0.56
9.42, 61.46, 0.55
8.33, 62.79, 0.57
7.68, 63.54, 0.57
7.19, 64.05, 0.55
7.60, 64.49, 0.55
7.92, 64.15, 0.55
7.48, 65.88, 0.55
6.35, 66.21, 0.57
5.78, 65.80, 0.60
6.63, 66.30, 0.59
6.79, 67.33, 0.57
6.22, 67.64, 0.59
5.62, 66.48, 0.60
5.66, 65.88, 0.60
5.46, 66.15, 0.62
5.50, 65.60, 0.67
4.89, 65.22, 0.71
4.53, 63.83, 0.73
4.49, 64.42, 0.72
4.53, 64.47, 0.73
4.20, 63.73, 0.74
3.40, 62.81, 0.78
3.80, 62.50, 0.77
3.23, 61.16, 0.79
4.16, 61.19, 0.79
3.68, 61.36, 0.80
3.35, 60.43, 0.81
3.31, 59.36, 0.82
3.52, 58.42, 0.81
3.56, 57.84, 0.82
3.76, 58.42, 0.82
3.68, 58.80, 0.82
2.71, 58.20, 0.85
3.15, 58.15, 0.85
2.95, 58.26, 0.87
2.38, 57.78, 0.87
2.47, 57.69, 0.89
3.15, 57.65, 0.89
3.27, 58.02, 0.88
2.55, 57.95, 0.88
2.06, 56.89, 0.89
3.52, 56.74, 0.85
3.76, 57.42, 0.83
3.76, 57.58, 0.84
3.80, 57.21, 0.84
3.52, 57.04, 0.83
3.64, 56.68, 0.82
4.04, 56.55, 0.81
4.41, 56.42, 0.80
5.98, 57.47, 0.79
5.25, 57.54, 0.77
5.01, 58.15, 0.78
4.77, 57.85, 0.78
4.41, 58.21, 0.78
3.60, 57.72, 0.80
4.53, 58.30, 0.80
3.88, 57.57, 0.80
4.16, 58.08, 0.82
3.68, 58.80, 0.81
3.72, 59.05, 0.82
