Unhappy, Sameness, Tolerance
8.08, 51.89, 0.77
5.78, 53.79, 0.77
5.62, 55.02, 0.78
4.45, 55.25, 0.80
4.57, 56.07, 0.81
4.24, 56.20, 0.82
4.12, 56.19, 0.82
4.81, 56.06, 0.81
4.04, 56.34, 0.82
3.40, 55.89, 0.85
2.75, 56.16, 0.87
2.18, 55.92, 0.89
1.78, 55.61, 0.90
1.82, 55.79, 0.90
2.51, 55.60, 0.90
2.63, 55.33, 0.90
3.44, 55.67, 0.88
3.15, 56.15, 0.88
2.79, 56.31, 0.87
2.06, 55.99, 0.90
2.18, 55.27, 0.90
1.78, 55.07, 0.91
1.86, 54.94, 0.92
1.50, 54.43, 0.94
1.25, 53.07, 0.95
1.21, 52.34, 0.95
1.09, 52.16, 0.96
1.37, 52.06, 0.95
1.66, 51.87, 0.94
2.06, 52.31, 0.94
1.70, 52.26, 0.93
1.25, 52.00, 0.94
1.37, 52.32, 0.94
1.33, 52.19, 0.93
2.26, 52.67, 0.92
1.94, 52.51, 0.92
2.51, 52.82, 0.91
2.51, 52.97, 0.90
2.83, 53.23, 0.90
2.22, 53.72, 0.92
1.86, 54.00, 0.91
1.94, 53.93, 0.92
1.98, 53.38, 0.92
1.74, 52.95, 0.92
1.86, 52.71, 0.93
1.98, 52.60, 0.92
1.41, 52.41, 0.93
1.21, 52.70, 0.95
1.46, 53.36, 0.94
1.29, 53.13, 0.95
1.66, 53.28, 0.95
1.21, 53.30, 0.95
0.69, 53.51, 0.96
0.93, 53.24, 0.97
0.61, 53.16, 0.98
0.53, 53.08, 0.98
