Unhappy, Sameness, Tolerance
16.41, 55.76, 0.51
10.27, 58.65, 0.56
10.06, 60.67, 0.55
8.61, 62.83, 0.57
7.48, 62.86, 0.58
6.79, 62.81, 0.62
7.56, 64.11, 0.62
6.83, 64.87, 0.61
6.02, 64.13, 0.61
6.99, 64.67, 0.61
6.55, 64.63, 0.62
5.90, 64.83, 0.62
6.51, 64.72, 0.62
6.83, 64.68, 0.60
7.56, 65.79, 0.61
6.06, 66.23, 0.60
7.15, 67.10, 0.59
5.98, 66.34, 0.61
7.03, 66.78, 0.57
6.43, 66.33, 0.58
7.07, 66.79, 0.58
6.79, 67.17, 0.60
5.50, 66.35, 0.62
6.55, 65.53, 0.60
6.43, 66.83, 0.61
5.58, 66.14, 0.62
5.01, 66.56, 0.62
6.10, 66.28, 0.62
5.62, 66.18, 0.61
6.59, 66.46, 0.57
6.79, 66.14, 0.57
5.78, 64.86, 0.61
6.87, 65.48, 0.60
6.14, 65.45, 0.60
6.39, 64.72, 0.60
7.40, 65.81, 0.59
6.43, 64.87, 0.61
6.83, 64.79, 0.60
6.14, 64.74, 0.62
6.51, 64.09, 0.63
7.03, 64.17, 0.62
6.83, 64.65, 0.63
5.90, 65.06, 0.64
5.82, 65.18, 0.65
5.70, 64.73, 0.64
6.18, 64.75, 0.63
5.82, 64.96, 0.66
5.38, 63.94, 0.68
5.34, 62.86, 0.70
5.66, 62.94, 0.71
5.66, 63.65, 0.71
