Unhappy, Sameness, Tolerance
34.11, 61.62, 0.00
20.05, 67.95, 0.00
13.78, 70.35, 0.00
12.61, 72.01, 0.00
11.72, 73.49, 0.00
11.72, 73.81, 0.00
11.36, 74.85, 0.00
9.78, 76.03, 0.00
9.34, 75.12, 0.00
10.75, 74.81, 0.00
10.83, 75.27, 0.00
10.91, 75.15, 0.00
11.12, 75.38, 0.00
11.03, 75.93, 0.00
10.23, 77.11, 0.00
9.82, 77.33, 0.00
10.02, 76.83, 0.00
10.06, 77.13, 0.00
10.19, 77.17, 0.00
10.59, 77.81, 0.00
10.39, 77.75, 0.00
10.15, 78.55, 0.00
9.50, 78.81, 0.00
8.97, 79.65, 0.00
8.25, 77.96, 0.00
9.62, 78.97, 0.00
9.42, 79.10, 0.00
8.53, 80.66, 0.00
7.84, 79.19, 0.00
8.53, 79.00, 0.00
9.34, 78.67, 0.00
9.66, 79.29, 0.00
8.93, 78.17, 0.00
9.34, 78.83, 0.00
9.74, 79.06, 0.00
9.58, 80.29, 0.00
8.65, 80.27, 0.00
8.69, 80.17, 0.00
8.45, 80.34, 0.00
8.16, 79.32, 0.00
9.18, 80.90, 0.00
8.12, 80.00, 0.00
8.49, 80.00, 0.00
9.09, 79.74, 0.00
8.69, 79.58, 0.00
9.14, 78.10, 0.00
10.35, 80.69, 0.00
8.61, 80.86, 0.00
9.05, 81.25, 0.00
8.85, 79.88, 0.00
9.09, 80.28, 0.00
9.34, 78.46, 0.00
9.66, 81.09, 0.00
8.21, 79.80, 0.00
8.77, 80.26, 0.00
9.05, 79.99, 0.00
8.97, 80.71, 0.00
