Unhappy, Sameness, Tolerance
17.91, 55.74, 0.44
12.85, 59.97, 0.40
10.59, 62.01, 0.36
10.79, 63.98, 0.32
9.46, 64.73, 0.28
11.20, 65.90, 0.23
12.57, 68.40, 0.15
12.00, 70.24, 0.08
13.26, 72.19, 0.03
12.17, 74.04, 0.01
11.84, 75.74, 0.00
9.66, 76.26, 0.00
9.42, 75.75, 0.00
10.27, 75.65, 0.00
9.98, 75.25, 0.00
10.67, 75.67, 0.00
10.63, 75.55, 0.00
10.06, 76.51, 0.00
9.86, 77.94, 0.00
9.01, 77.16, 0.00
9.05, 78.01, 0.00
9.26, 77.30, 0.00
9.78, 77.02, 0.00
9.50, 77.24, 0.00
9.54, 77.22, 0.00
9.98, 77.13, 0.00
10.43, 77.50, 0.00
9.22, 77.93, 0.00
9.50, 78.64, 0.00
8.77, 77.87, 0.00
10.15, 77.68, 0.00
9.86, 77.72, 0.00
10.02, 78.00, 0.00
10.43, 77.61, 0.00
10.06, 78.70, 0.00
9.82, 79.98, 0.00
8.65, 80.38, 0.00
8.57, 79.46, 0.00
8.89, 79.94, 0.00
9.66, 79.58, 0.00
9.30, 81.37, 0.00
8.21, 79.48, 0.00
9.34, 79.98, 0.00
8.85, 80.36, 0.00
9.50, 78.44, 0.00
9.74, 78.82, 0.00
9.50, 78.04, 0.00
10.59, 79.21, 0.00
9.74, 78.90, 0.00
9.86, 80.06, 0.00
8.73, 78.58, 0.00
9.74, 78.59, 0.00
9.66, 79.09, 0.00
