Unhappy, Sameness, Tolerance
32.46, 61.24, 0.06
19.93, 67.14, 0.01
15.28, 70.13, 0.00
13.10, 71.91, 0.00
12.13, 73.64, 0.00
11.20, 74.72, 0.00
10.19, 74.69, 0.00
10.67, 75.67, 0.00
10.15, 76.25, 0.00
9.90, 76.05, 0.00
9.74, 76.87, 0.00
9.42, 76.74, 0.00
9.90, 77.17, 0.00
9.94, 77.07, 0.00
9.66, 75.85, 0.00
10.51, 76.29, 0.00
10.19, 76.41, 0.00
10.51, 77.31, 0.00
9.38, 78.11, 0.00
9.42, 78.99, 0.00
8.16, 78.33, 0.00
9.38, 78.82, 0.00
8.77, 76.17, 0.00
10.39, 76.96, 0.00
10.63, 77.49, 0.00
9.90, 78.17, 0.00
9.86, 77.94, 0.00
9.74, 78.45, 0.00
9.74, 78.89, 0.00
9.58, 78.41, 0.00
9.54, 76.82, 0.00
10.83, 79.24, 0.00
9.34, 79.41, 0.00
9.01, 79.64, 0.00
8.69, 79.99, 0.00
8.61, 80.14, 0.00
8.29, 79.52, 0.00
9.18, 80.28, 0.00
8.57, 80.98, 0.00
7.92, 80.06, 0.00
8.65, 79.68, 0.00
9.09, 78.94, 0.00
9.66, 79.84, 0.00
9.18, 80.75, 0.00
8.61, 79.64, 0.00
9.82, 79.82, 0.00
9.22, 79.47, 0.00
9.38, 80.08, 0.00
9.38, 79.99, 0.00
9.01, 81.12, 0.00
8.73, 81.25, 0.00
8.53, 80.55, 0.00
8.89, 81.61, 0.00
8.37, 80.90, 0.00
8.37, 81.85, 0.00
