Unhappy, Sameness, Tolerance
24.13, 58.55, 0.27
16.73, 62.83, 0.26
13.30, 66.08, 0.27
10.35, 67.39, 0.26
11.24, 68.29, 0.23
10.99, 70.66, 0.22
11.28, 72.06, 0.19
9.86, 73.09, 0.17
9.38, 72.62, 0.18
9.70, 73.17, 0.19
9.30, 73.84, 0.19
9.01, 73.72, 0.19
9.78, 73.60, 0.20
9.01, 74.44, 0.20
9.09, 74.69, 0.19
8.53, 74.61, 0.19
9.01, 73.93, 0.18
9.94, 74.30, 0.18
9.46, 75.14, 0.15
8.97, 75.95, 0.15
8.89, 75.67, 0.13
8.49, 75.32, 0.12
9.18, 75.45, 0.11
9.50, 76.35, 0.12
8.61, 76.29, 0.12
9.34, 76.23, 0.11
9.50, 76.70, 0.12
9.46, 77.49, 0.13
8.97, 76.62, 0.13
9.70, 76.29, 0.13
9.46, 76.42, 0.14
9.18, 74.83, 0.13
10.95, 75.31, 0.13
10.67, 75.47, 0.12
10.39, 76.93, 0.11
10.35, 78.68, 0.10
8.25, 77.02, 0.10
9.90, 77.61, 0.09
9.09, 76.71, 0.09
9.54, 78.19, 0.10
8.73, 78.24, 0.10
8.16, 77.11, 0.14
8.33, 76.47, 0.17
9.01, 76.34, 0.16
9.30, 76.43, 0.16
9.01, 76.39, 0.18
8.89, 77.46, 0.20
7.76, 76.82, 0.20
8.29, 75.38, 0.20
8.81, 75.93, 0.22
8.57, 75.45, 0.20
9.54, 76.49, 0.19
9.26, 76.79, 0.20
8.29, 76.52, 0.21
8.69, 76.10, 0.20
8.77, 76.63, 0.19
