Unhappy, Sameness, Tolerance
0.40, 50.08, 0.99
0.00, 49.94, 1.00
0.00, 49.97, 1.00
0.00, 49.88, 1.00
0.00, 49.51, 1.00
0.00, 49.53, 1.00
0.00, 49.95, 1.00
0.00, 49.59, 1.00
0.00, 49.67, 1.00
0.00, 49.92, 1.00
0.00, 49.85, 1.00
0.00, 49.57, 1.00
0.00, 50.01, 1.00
0.00, 49.95, 1.00
0.00, 49.55, 1.00
0.00, 49.51, 1.00
0.00, 49.55, 1.00
0.00, 49.36, 1.00
0.00, 49.36, 1.00
0.00, 49.67, 1.00
0.00, 49.60, 1.00
0.00, 50.30, 1.00
0.00, 50.40, 1.00
0.00, 50.27, 1.00
0.00, 49.90, 1.00
0.00, 49.95, 1.00
0.00, 49.59, 1.00
0.00, 49.81, 1.00
0.00, 50.05, 1.00
0.00, 50.51, 1.00
0.00, 50.19, 1.00
0.00, 50.01, 1.00
0.00, 50.27, 1.00
0.00, 49.79, 1.00
0.00, 49.45, 1.00
0.00, 49.61, 1.00
0.00, 49.49, 1.00
0.00, 49.83, 1.00
0.00, 50.00, 1.00
0.00, 50.54, 1.00
0.00, 50.06, 1.00
0.00, 49.86, 1.00
0.00, 49.57, 1.00
0.00, 49.71, 1.00
0.00, 49.51, 1.00
0.00, 49.83, 1.00
0.00, 50.15, 1.00
0.00, 50.30, 1.00
0.00, 50.31, 1.00
0.00, 50.51, 1.00
