Unhappy, Sameness, Tolerance
1.50, 49.75, 0.96
0.16, 49.86, 1.00
0.00, 49.81, 1.00
0.00, 49.86, 1.00
0.00, 49.88, 1.00
0.00, 49.61, 1.00
0.00, 49.77, 1.00
0.00, 49.35, 1.00
0.00, 48.90, 1.00
0.00, 49.06, 1.00
0.00, 48.88, 1.00
0.00, 48.80, 1.00
0.00, 48.91, 1.00
0.00, 48.88, 1.00
0.00, 48.64, 1.00
0.00, 48.92, 1.00
0.00, 49.35, 1.00
0.00, 49.16, 1.00
0.00, 49.11, 1.00
0.00, 49.46, 1.00
0.00, 49.70, 1.00
0.00, 49.59, 1.00
0.00, 50.11, 1.00
0.00, 49.96, 1.00
0.00, 50.07, 1.00
0.00, 50.00, 1.00
0.00, 50.06, 1.00
0.00, 49.83, 1.00
0.00, 50.17, 1.00
0.00, 50.40, 1.00
0.00, 50.39, 1.00
0.00, 50.07, 1.00
0.00, 49.63, 1.00
0.00, 49.56, 1.00
0.00, 49.83, 1.00
0.00, 49.52, 1.00
0.00, 49.49, 1.00
0.00, 49.67, 1.00
0.00, 49.88, 1.00
0.00, 49.94, 1.00
0.00, 50.14, 1.00
0.00, 50.05, 1.00
0.00, 49.76, 1.00
0.00, 49.86, 1.00
0.00, 49.64, 1.00
0.00, 49.82, 1.00
0.00, 49.87, 1.00
0.00, 49.54, 1.00
0.00, 49.04, 1.00
0.00, 49.18, 1.00
