Unhappy, Sameness, Tolerance
26.11, 59.62, 0.20
17.10, 64.78, 0.18
12.61, 66.94, 0.18
11.72, 68.17, 0.18
10.75, 68.30, 0.18
9.86, 69.68, 0.18
8.41, 69.50, 0.18
8.57, 70.05, 0.18
8.65, 70.14, 0.18
8.04, 70.07, 0.18
8.29, 70.80, 0.18
7.07, 70.25, 0.18
8.65, 70.52, 0.18
7.96, 70.03, 0.18
8.25, 70.81, 0.18
7.68, 70.03, 0.18
8.73, 70.44, 0.18
7.84, 70.25, 0.18
8.33, 69.35, 0.18
8.61, 69.99, 0.18
8.65, 70.40, 0.18
8.81, 69.83, 0.18
8.81, 71.58, 0.18
7.40, 71.57, 0.18
7.64, 72.17, 0.18
6.95, 70.76, 0.18
8.00, 69.94, 0.18
8.29, 70.62, 0.18
8.21, 70.64, 0.18
8.00, 70.84, 0.18
8.73, 70.57, 0.18
8.08, 70.91, 0.18
8.12, 71.06, 0.18
8.12, 71.31, 0.18
7.60, 70.09, 0.18
7.64, 71.23, 0.18
6.83, 70.71, 0.18
7.11, 70.79, 0.18
7.36, 71.18, 0.18
7.60, 70.63, 0.18
7.76, 70.96, 0.18
7.24, 70.40, 0.18
7.88, 70.03, 0.18
8.16, 70.90, 0.18
7.48, 70.43, 0.18
7.36, 69.88, 0.18
7.84, 70.85, 0.18
6.95, 70.51, 0.18
8.37, 71.08, 0.18
7.19, 70.79, 0.18
7.92, 71.63, 0.18
7.11, 70.23, 0.18
8.33, 71.02, 0.18
7.44, 70.19, 0.18
8.12, 70.89, 0.18
7.64, 70.93, 0.18
7.68, 70.53, 0.18
