Unhappy, Sameness, Tolerance
26.68, 60.30, 0.19
16.65, 64.13, 0.17
13.74, 66.90, 0.17
11.44, 69.42, 0.17
9.66, 69.34, 0.17
9.54, 69.47, 0.17
9.26, 68.90, 0.17
9.42, 68.96, 0.17
9.34, 70.08, 0.17
8.49, 70.18, 0.17
8.93, 70.12, 0.17
8.85, 71.08, 0.17
8.12, 69.90, 0.17
9.38, 71.12, 0.17
8.21, 70.11, 0.17
8.41, 70.28, 0.17
8.65, 71.05, 0.17
8.33, 71.02, 0.17
7.96, 70.05, 0.17
8.41, 69.91, 0.17
8.61, 70.27, 0.17
8.00, 70.33, 0.17
8.37, 69.86, 0.17
8.53, 69.29, 0.17
8.93, 69.47, 0.17
8.73, 71.29, 0.17
8.04, 70.45, 0.17
8.81, 71.54, 0.17
8.65, 71.19, 0.17
9.18, 70.26, 0.17
9.05, 70.77, 0.17
8.08, 70.49, 0.17
8.12, 70.85, 0.17
8.21, 70.90, 0.17
8.93, 71.45, 0.17
8.49, 72.60, 0.17
7.36, 71.50, 0.17
8.73, 71.45, 0.17
8.97, 72.14, 0.17
7.88, 72.57, 0.17
7.36, 72.49, 0.17
8.04, 71.31, 0.17
9.26, 71.83, 0.17
9.22, 72.68, 0.17
8.33, 72.86, 0.17
8.65, 72.88, 0.17
8.29, 74.01, 0.17
7.40, 72.45, 0.17
8.33, 72.37, 0.17
7.72, 71.78, 0.17
7.80, 71.85, 0.17
