Unhappy, Sameness, Tolerance
13.50, 55.23, 0.63
13.42, 58.73, 0.48
14.83, 62.77, 0.32
14.79, 65.58, 0.19
14.75, 69.32, 0.10
12.85, 72.75, 0.06
11.12, 73.69, 0.02
10.87, 74.61, 0.01
9.94, 75.20, 0.01
10.15, 75.76, 0.01
10.11, 75.86, 0.00
10.51, 75.65, 0.00
10.75, 77.47, 0.00
9.62, 77.14, 0.00
9.94, 75.79, 0.00
10.35, 75.79, 0.00
10.51, 75.97, 0.00
10.43, 76.26, 0.00
10.23, 77.22, 0.00
9.98, 77.79, 0.00
9.94, 77.17, 0.00
10.51, 78.01, 0.00
9.82, 77.90, 0.00
9.98, 78.42, 0.00
9.94, 77.74, 0.00
10.15, 78.38, 0.00
9.94, 79.44, 0.00
9.90, 78.16, 0.00
10.71, 78.99, 0.00
10.06, 79.70, 0.00
8.85, 79.95, 0.00
8.93, 79.39, 0.00
9.30, 78.81, 0.00
10.19, 80.09, 0.00
9.70, 79.87, 0.00
9.38, 80.35, 0.00
9.18, 79.55, 0.00
9.42, 81.36, 0.00
8.53, 81.88, 0.00
8.45, 81.78, 0.00
8.49, 82.04, 0.00
7.84, 80.59, 0.00
9.46, 79.64, 0.00
10.27, 80.91, 0.00
8.97, 82.22, 0.00
8.08, 81.49, 0.00
8.85, 80.41, 0.00
9.66, 80.58, 0.00
9.05, 80.91, 0.00
9.14, 81.46, 0.00
