Unhappy, Sameness, Tolerance
7.28, 52.43, 0.81
4.37, 53.44, 0.84
2.67, 53.62, 0.85
2.02, 54.00, 0.85
1.46, 53.83, 0.86
1.37, 53.61, 0.87
1.17, 53.01, 0.87
0.89, 53.24, 0.88
1.29, 53.14, 0.88
0.85, 52.83, 0.89
1.29, 52.28, 0.89
0.97, 52.32, 0.90
0.85, 51.74, 0.90
1.33, 51.56, 0.90
1.41, 51.50, 0.91
1.41, 51.41, 0.91
1.13, 51.40, 0.91
0.97, 51.49, 0.91
0.93, 51.69, 0.91
1.01, 51.87, 0.92
1.13, 51.50, 0.92
0.85, 51.20, 0.92
0.77, 50.96, 0.92
1.17, 51.31, 0.92
0.85, 51.21, 0.92
1.09, 51.14, 0.93
0.61, 51.34, 0.93
0.89, 50.98, 0.93
1.05, 51.40, 0.93
1.21, 50.95, 0.93
1.17, 50.98, 0.93
0.77, 51.05, 0.93
0.65, 51.34, 0.94
0.53, 51.07, 0.94
0.93, 50.32, 0.94
0.89, 50.24, 0.94
0.81, 50.33, 0.94
0.97, 50.43, 0.94
0.69, 50.42, 0.94
0.77, 50.37, 0.94
0.97, 50.69, 0.94
0.40, 50.79, 0.94
0.44, 51.06, 0.95
0.53, 51.27, 0.95
0.53, 51.64, 0.95
0.53, 51.56, 0.95
0.53, 51.86, 0.95
0.65, 52.02, 0.95
0.40, 52.42, 0.95
0.61, 52.62, 0.95
0.53, 52.72, 0.95
