Unhappy, Sameness, Tolerance
21.18, 57.75, 0.32
18.92, 63.28, 0.19
16.57, 67.50, 0.11
14.11, 70.06, 0.07
11.44, 70.36, 0.04
12.33, 72.81, 0.02
11.84, 73.74, 0.01
11.24, 74.86, 0.01
10.99, 75.03, 0.01
10.83, 75.22, 0.00
11.03, 76.35, 0.00
10.11, 76.45, 0.00
10.79, 76.87, 0.00
9.94, 76.98, 0.00
9.74, 77.29, 0.00
9.78, 77.97, 0.00
8.93, 78.35, 0.00
9.30, 78.96, 0.00
8.37, 76.92, 0.00
10.11, 77.63, 0.00
10.19, 76.82, 0.00
10.59, 77.93, 0.00
9.74, 77.19, 0.00
10.19, 79.19, 0.00
9.58, 79.15, 0.00
8.77, 77.84, 0.00
9.54, 79.51, 0.00
8.97, 80.06, 0.00
8.33, 79.41, 0.00
8.85, 79.47, 0.00
8.33, 79.16, 0.00
8.41, 80.77, 0.00
8.12, 79.55, 0.00
8.97, 79.33, 0.00
8.49, 79.24, 0.00
9.05, 79.55, 0.00
8.69, 78.25, 0.00
9.94, 77.69, 0.00
10.19, 78.24, 0.00
10.19, 78.63, 0.00
9.78, 78.59, 0.00
10.06, 77.95, 0.00
10.55, 79.02, 0.00
9.46, 78.21, 0.00
9.70, 78.19, 0.00
10.43, 79.88, 0.00
8.97, 78.72, 0.00
9.54, 78.56, 0.00
10.15, 79.15, 0.00
9.94, 79.78, 0.00
8.85, 78.87, 0.00
9.38, 77.84, 0.00
10.55, 78.56, 0.00
10.02, 79.09, 0.00
9.94, 79.84, 0.00
