Unhappy, Sameness, Tolerance
30.72, 61.74, 0.06
19.81, 67.63, 0.01
14.96, 71.00, 0.00
13.22, 73.10, 0.00
11.92, 74.53, 0.00
11.20, 74.68, 0.00
10.95, 75.19, 0.00
11.20, 75.74, 0.00
10.39, 75.90, 0.00
11.08, 76.64, 0.00
10.27, 77.12, 0.00
10.31, 77.32, 0.00
10.15, 78.69, 0.00
9.34, 78.56, 0.00
9.62, 77.70, 0.00
10.02, 78.31, 0.00
9.38, 78.89, 0.00
9.05, 79.27, 0.00
9.42, 79.32, 0.00
9.50, 79.13, 0.00
9.50, 79.03, 0.00
9.82, 79.40, 0.00
8.85, 79.57, 0.00
9.30, 80.69, 0.00
8.45, 80.51, 0.00
8.29, 80.19, 0.00
8.49, 79.40, 0.00
8.93, 79.20, 0.00
9.34, 80.30, 0.00
8.57, 81.58, 0.00
7.88, 80.65, 0.00
8.45, 80.30, 0.00
8.45, 79.48, 0.00
9.58, 79.92, 0.00
9.22, 79.11, 0.00
9.05, 79.75, 0.00
9.22, 80.08, 0.00
8.73, 78.78, 0.00
9.66, 80.13, 0.00
8.97, 80.14, 0.00
9.42, 80.80, 0.00
8.37, 79.09, 0.00
10.02, 79.94, 0.00
8.77, 81.21, 0.00
8.85, 80.57, 0.00
9.09, 80.50, 0.00
8.77, 80.94, 0.00
8.89, 81.19, 0.00
8.85, 81.93, 0.00
8.57, 81.82, 0.00
8.21, 81.32, 0.00
8.25, 80.34, 0.00
