Unhappy, Sameness, Tolerance
17.78, 56.58, 0.48
11.72, 59.51, 0.51
11.40, 61.47, 0.50
9.70, 63.00, 0.50
9.01, 65.30, 0.51
7.68, 65.35, 0.51
7.80, 66.17, 0.52
6.83, 65.65, 0.54
7.32, 65.98, 0.55
6.87, 65.84, 0.59
7.07, 66.10, 0.59
7.36, 66.11, 0.57
6.99, 65.16, 0.57
7.19, 65.91, 0.59
7.28, 65.46, 0.55
6.95, 65.46, 0.57
5.94, 65.30, 0.60
5.94, 66.46, 0.63
4.28, 65.42, 0.68
4.73, 64.53, 0.69
4.41, 64.37, 0.70
4.41, 63.50, 0.72
4.49, 63.19, 0.72
4.73, 62.84, 0.75
4.61, 62.64, 0.76
4.04, 62.34, 0.77
4.49, 61.57, 0.77
4.41, 60.15, 0.78
4.00, 60.50, 0.79
4.53, 60.47, 0.80
4.12, 60.15, 0.78
4.12, 60.13, 0.79
4.28, 60.25, 0.78
4.57, 59.50, 0.78
4.69, 59.64, 0.78
5.17, 60.04, 0.77
4.45, 60.80, 0.79
3.96, 59.84, 0.77
3.84, 59.50, 0.80
4.28, 59.38, 0.78
4.28, 58.83, 0.78
4.69, 59.25, 0.79
3.80, 58.78, 0.81
3.96, 57.57, 0.84
2.95, 57.49, 0.85
3.15, 57.84, 0.85
3.52, 57.79, 0.84
3.56, 58.00, 0.85
4.12, 57.98, 0.80
4.89, 58.39, 0.79
4.57, 58.55, 0.81
3.68, 59.03, 0.84
3.80, 58.46, 0.83
3.40, 57.86, 0.82
4.97, 58.31, 0.79
4.45, 58.70, 0.80
3.19, 58.17, 0.82
4.08, 57.34, 0.83
3.92, 57.60, 0.84
3.60, 57.71, 0.84
3.31, 57.46, 0.87
2.91, 57.25, 0.87
2.43, 56.82, 0.89
3.11, 57.24, 0.87
2.18, 57.15, 0.88
2.38, 56.42, 0.90
2.30, 56.07, 0.90
