Unhappy, Sameness, Tolerance
32.58, 61.62, 0.01
19.12, 67.34, 0.00
14.87, 69.53, 0.00
12.45, 70.58, 0.00
12.37, 72.38, 0.00
11.64, 73.11, 0.00
11.60, 73.47, 0.00
11.80, 75.24, 0.00
10.23, 75.94, 0.00
10.06, 76.05, 0.00
9.78, 74.10, 0.00
10.71, 76.22, 0.00
9.54, 77.04, 0.00
9.05, 76.39, 0.00
10.11, 76.08, 0.00
10.59, 76.51, 0.00
9.78, 76.47, 0.00
10.59, 77.09, 0.00
10.02, 77.58, 0.00
9.30, 77.07, 0.00
10.06, 77.67, 0.00
9.78, 77.40, 0.00
10.15, 77.85, 0.00
9.26, 78.83, 0.00
9.46, 78.06, 0.00
9.66, 77.78, 0.00
9.86, 77.78, 0.00
9.50, 77.58, 0.00
9.30, 77.84, 0.00
9.26, 78.05, 0.00
9.38, 78.71, 0.00
9.34, 78.53, 0.00
9.38, 78.48, 0.00
9.34, 78.39, 0.00
9.62, 79.39, 0.00
8.97, 77.97, 0.00
9.94, 78.30, 0.00
9.50, 77.47, 0.00
9.70, 78.51, 0.00
9.62, 79.10, 0.00
9.58, 77.76, 0.00
10.39, 78.39, 0.00
9.54, 78.02, 0.00
10.23, 78.23, 0.00
9.74, 79.77, 0.00
8.57, 79.52, 0.00
9.42, 79.07, 0.00
9.82, 79.65, 0.00
9.54, 80.30, 0.00
8.53, 80.59, 0.00
8.37, 80.19, 0.00
9.34, 80.01, 0.00
8.97, 80.49, 0.00
8.69, 80.46, 0.00
8.93, 79.30, 0.00
9.38, 79.29, 0.00
9.74, 78.56, 0.00
9.70, 80.61, 0.00
