Unhappy, Sameness, Tolerance
32.22, 62.49, 0.01
20.57, 67.83, 0.00
16.01, 70.43, 0.00
14.27, 70.79, 0.00
13.78, 73.50, 0.00
11.52, 74.02, 0.00
10.99, 75.26, 0.00
9.82, 76.44, 0.00
9.66, 77.42, 0.00
8.57, 77.27, 0.00
9.74, 77.13, 0.00
9.94, 74.98, 0.00
12.05, 76.28, 0.00
10.59, 77.23, 0.00
10.06, 76.81, 0.00
10.51, 77.82, 0.00
9.94, 79.28, 0.00
8.69, 79.82, 0.00
8.89, 77.95, 0.00
10.51, 78.13, 0.00
10.02, 79.37, 0.00
9.30, 77.60, 0.00
10.02, 79.21, 0.00
8.85, 78.48, 0.00
9.54, 79.54, 0.00
9.46, 78.39, 0.00
9.26, 80.00, 0.00
8.61, 79.99, 0.00
8.89, 79.12, 0.00
8.97, 78.22, 0.00
10.31, 79.45, 0.00
9.58, 81.60, 0.00
8.21, 81.76, 0.00
8.04, 79.81, 0.00
8.89, 80.48, 0.00
8.77, 82.24, 0.00
7.56, 80.95, 0.00
8.73, 80.50, 0.00
9.09, 81.45, 0.00
8.49, 81.85, 0.00
8.16, 80.53, 0.00
8.97, 78.93, 0.00
9.82, 79.34, 0.00
9.78, 79.51, 0.00
9.74, 80.01, 0.00
9.86, 81.63, 0.00
8.73, 81.03, 0.00
9.09, 79.41, 0.00
10.23, 79.41, 0.00
9.98, 80.47, 0.00
9.38, 80.39, 0.00
9.86, 79.77, 0.00
9.38, 79.51, 0.00
9.70, 80.19, 0.00
9.46, 79.49, 0.00
9.82, 79.85, 0.00
9.34, 80.34, 0.00
9.70, 81.13, 0.00
9.01, 80.93, 0.00
9.09, 81.65, 0.00
