Unhappy, Sameness, Tolerance
3.84, 51.04, 0.89
0.12, 50.87, 1.00
0.00, 50.29, 1.00
0.00, 50.44, 1.00
0.00, 50.55, 1.00
0.00, 50.75, 1.00
0.00, 50.46, 1.00
0.00, 49.89, 1.00
0.00, 50.10, 1.00
0.00, 50.28, 1.00
0.00, 50.43, 1.00
0.00, 50.33, 1.00
0.00, 49.95, 1.00
0.00, 50.35, 1.00
0.00, 50.57, 1.00
0.00, 50.37, 1.00
0.00, 50.33, 1.00
0.00, 50.37, 1.00
0.00, 49.69, 1.00
0.00, 49.53, 1.00
0.00, 49.61, 1.00
0.00, 50.14, 1.00
0.00, 50.23, 1.00
0.00, 49.60, 1.00
0.00, 49.70, 1.00
0.00, 50.26, 1.00
0.00, 49.64, 1.00
0.00, 49.65, 1.00
0.00, 49.67, 1.00
0.00, 49.33, 1.00
0.00, 49.06, 1.00
0.00, 48.89, 1.00
0.00, 49.22, 1.00
0.00, 49.43, 1.00
0.00, 49.82, 1.00
0.00, 49.36, 1.00
0.00, 49.62, 1.00
0.00, 49.89, 1.00
0.00, 50.25, 1.00
0.00, 50.24, 1.00
0.00, 50.29, 1.00
0.00, 49.79, 1.00
0.00, 50.00, 1.00
0.00, 49.90, 1.00
0.00, 49.39, 1.00
0.00, 49.30, 1.00
0.00, 49.58, 1.00
0.00, 49.83, 1.00
0.00, 49.48, 1.00
0.00, 49.59, 1.00
