Unhappy, Sameness, Tolerance
27.28, 60.48, 0.20
15.44, 65.01, 0.18
12.49, 67.35, 0.17
10.31, 67.76, 0.16
10.31, 68.77, 0.15
9.98, 69.14, 0.14
9.90, 69.57, 0.14
10.31, 70.99, 0.13
9.18, 71.37, 0.12
9.22, 71.91, 0.12
8.53, 71.04, 0.12
10.11, 71.20, 0.11
10.11, 72.83, 0.11
9.22, 72.42, 0.10
9.46, 73.15, 0.10
8.69, 73.12, 0.10
9.34, 74.48, 0.09
8.69, 74.02, 0.09
9.42, 74.12, 0.09
8.61, 73.96, 0.09
9.34, 73.92, 0.09
9.30, 74.97, 0.09
8.33, 74.76, 0.08
8.65, 73.06, 0.08
9.22, 73.37, 0.08
9.70, 74.02, 0.08
9.74, 74.74, 0.08
9.46, 74.60, 0.08
8.41, 74.55, 0.08
8.85, 75.22, 0.08
8.93, 75.01, 0.08
8.65, 76.45, 0.08
7.92, 76.48, 0.08
8.12, 75.41, 0.08
9.09, 75.13, 0.08
8.81, 76.04, 0.08
8.53, 75.32, 0.08
8.97, 75.71, 0.07
8.45, 77.32, 0.07
8.08, 76.21, 0.07
8.04, 76.90, 0.07
8.16, 77.16, 0.07
7.68, 77.84, 0.06
7.88, 76.76, 0.06
8.53, 76.32, 0.06
9.46, 75.60, 0.06
9.50, 76.94, 0.06
9.26, 76.78, 0.06
9.01, 76.79, 0.06
9.14, 76.63, 0.06
9.22, 75.84, 0.06
