Unhappy, Sameness, Tolerance
25.30, 58.97, 0.23
17.95, 63.72, 0.22
13.30, 67.09, 0.21
11.76, 68.54, 0.20
11.32, 70.52, 0.21
10.06, 71.97, 0.19
9.26, 71.20, 0.18
10.11, 70.98, 0.19
8.77, 71.52, 0.22
9.50, 71.34, 0.24
10.11, 70.78, 0.22
10.91, 72.21, 0.24
8.77, 72.62, 0.26
9.50, 73.34, 0.25
8.77, 73.56, 0.27
8.12, 73.44, 0.26
8.77, 73.37, 0.24
8.29, 73.82, 0.26
7.96, 72.87, 0.26
8.89, 72.62, 0.25
9.54, 73.46, 0.22
9.62, 74.28, 0.20
9.54, 75.04, 0.22
8.93, 75.35, 0.25
7.72, 74.46, 0.25
8.73, 74.41, 0.23
8.81, 73.53, 0.23
8.65, 73.53, 0.22
9.30, 73.11, 0.22
10.02, 73.82, 0.23
9.78, 75.14, 0.21
9.22, 75.16, 0.18
8.89, 75.45, 0.19
8.85, 75.93, 0.22
8.49, 76.87, 0.23
8.29, 76.11, 0.23
8.21, 75.64, 0.26
8.04, 74.37, 0.26
7.88, 74.23, 0.26
8.89, 75.56, 0.25
7.96, 75.15, 0.25
8.45, 75.66, 0.24
7.56, 75.63, 0.25
8.16, 75.92, 0.24
9.05, 75.83, 0.21
9.30, 76.20, 0.21
9.18, 75.77, 0.21
9.26, 75.13, 0.22
8.25, 75.41, 0.26
8.08, 75.43, 0.29
7.56, 75.20, 0.32
7.15, 73.97, 0.32
7.60, 73.12, 0.33
8.08, 74.04, 0.37
7.88, 72.96, 0.34
8.45, 74.43, 0.36
7.84, 74.91, 0.35
6.87, 73.09, 0.35
8.08, 72.28, 0.38
7.72, 73.15, 0.39
7.60, 73.27, 0.40
7.68, 74.06, 0.39
