Unhappy, Sameness, Tolerance
33.10, 60.76, 0.00
20.94, 66.95, 0.00
15.68, 70.60, 0.00
12.21, 72.54, 0.00
11.28, 72.84, 0.00
12.09, 74.00, 0.00
10.71, 73.74, 0.00
10.83, 73.56, 0.00
10.95, 74.45, 0.00
10.27, 73.95, 0.00
10.99, 74.98, 0.00
10.63, 74.66, 0.00
10.67, 75.29, 0.00
10.71, 75.71, 0.00
9.90, 75.54, 0.00
10.06, 75.19, 0.00
11.03, 76.10, 0.00
10.63, 77.37, 0.00
9.50, 76.49, 0.00
9.94, 77.66, 0.00
9.58, 77.82, 0.00
9.54, 77.86, 0.00
9.26, 77.89, 0.00
9.74, 77.29, 0.00
10.19, 78.29, 0.00
9.50, 77.25, 0.00
10.35, 77.45, 0.00
9.86, 78.27, 0.00
8.81, 76.67, 0.00
9.82, 77.62, 0.00
9.62, 79.01, 0.00
8.53, 77.44, 0.00
9.86, 78.55, 0.00
9.30, 78.32, 0.00
9.30, 78.48, 0.00
9.26, 77.69, 0.00
10.19, 78.11, 0.00
9.98, 76.73, 0.00
10.59, 77.13, 0.00
10.02, 78.01, 0.00
9.90, 77.59, 0.00
9.86, 79.11, 0.00
8.89, 79.07, 0.00
9.30, 78.65, 0.00
9.90, 78.95, 0.00
9.42, 78.44, 0.00
9.50, 79.72, 0.00
8.89, 78.22, 0.00
10.31, 78.98, 0.00
9.98, 78.33, 0.00
10.35, 79.75, 0.00
9.18, 79.75, 0.00
9.58, 80.61, 0.00
9.14, 80.67, 0.00
8.29, 81.21, 0.00
8.53, 80.17, 0.00
8.69, 80.25, 0.00
9.38, 79.99, 0.00
9.54, 79.42, 0.00
9.18, 79.10, 0.00
9.05, 79.05, 0.00
9.62, 80.40, 0.00
8.93, 79.49, 0.00
9.78, 78.80, 0.00
10.23, 79.63, 0.00
9.26, 78.53, 0.00
10.47, 79.36, 0.00
10.02, 79.99, 0.00
9.70, 80.74, 0.00
9.14, 80.62, 0.00
8.85, 80.71, 0.00
8.89, 80.88, 0.00
