Unhappy, Sameness, Tolerance
9.38, 54.96, 0.71
6.06, 55.75, 0.69
4.73, 56.66, 0.66
4.65, 56.56, 0.64
6.14, 57.65, 0.61
5.82, 59.14, 0.57
6.35, 59.60, 0.52
9.38, 61.29, 0.42
13.46, 64.62, 0.22
17.22, 68.26, 0.03
15.24, 72.39, 0.00
12.25, 73.42, 0.00
11.56, 73.57, 0.00
10.83, 74.22, 0.00
11.32, 75.34, 0.00
9.82, 75.88, 0.00
10.27, 75.42, 0.00
11.20, 76.23, 0.00
10.75, 76.58, 0.00
9.90, 75.53, 0.00
10.06, 77.08, 0.00
9.01, 78.38, 0.00
7.96, 77.49, 0.00
8.69, 77.53, 0.00
9.18, 77.58, 0.00
9.50, 77.19, 0.00
9.42, 77.95, 0.00
9.50, 77.30, 0.00
10.11, 78.43, 0.00
9.42, 77.38, 0.00
9.86, 78.40, 0.00
9.34, 77.46, 0.00
9.42, 77.78, 0.00
9.86, 76.03, 0.00
10.63, 77.71, 0.00
9.82, 77.77, 0.00
9.46, 78.77, 0.00
8.73, 78.15, 0.00
9.42, 78.45, 0.00
8.69, 78.16, 0.00
9.58, 77.16, 0.00
10.02, 79.23, 0.00
8.81, 78.53, 0.00
9.58, 78.82, 0.00
9.09, 78.32, 0.00
8.61, 79.68, 0.00
8.73, 80.42, 0.00
7.96, 79.11, 0.00
8.73, 78.85, 0.00
9.54, 78.69, 0.00
9.62, 78.21, 0.00
